Cell,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,f_60,r_60,i_60,soh
5,20004.453,0.43004,-0.01568,15829.126,0.4382,0.00122,12516.703,0.44586,0.01323,9909.4424,0.45257,0.02435,7835.48,0.46247,0.03201,6217.2461,0.46949,0.04274,4905.291,0.47767,0.04943,3881.2737,0.48833,0.0544,3070.9827,0.49663,0.06178,2430.7778,0.5076,0.06728,1923.1537,0.51679,0.07193,1522.4358,0.53169,0.07843,1203.8446,0.54303,0.08402,952.86591,0.55809,0.09101,754.27557,0.57197,0.09838,596.71857,0.58652,0.10253,471.96338,0.60299,0.10894,373.20856,0.61955,0.11568,295.47278,0.6367,0.12125,233.87738,0.65539,0.12863,185.05922,0.67523,0.13433,146.35823,0.69282,0.13882,115.77804,0.71417,0.14622,91.6721,0.73653,0.15319,72.51701,0.75765,0.15747,57.36816,0.78407,0.16735,45.3629,0.80836,0.17511,35.93134,0.82794,0.18446,28.40909,0.85996,0.19358,22.48202,0.89001,0.20513,17.79613,0.91864,0.21762,14.06813,0.96861,0.23691,11.1448,1.00197,0.23305,8.81772,1.06324,0.23608,6.97545,1.09638,0.24226,5.5173,1.12754,0.21556,4.36941,1.17392,0.17966,3.45686,1.23084,0.16455,2.73547,1.26418,0.16914,2.16054,1.26556,0.17376,1.70952,1.24628,0.15698,1.35352,1.22944,0.11383,1.07079,1.23715,0.05642,0.84734,1.27766,0.00735,0.67072,1.33277,-0.01012,0.53067,1.3977,0.02248,0.41976,1.42487,0.09764,0.33183,1.39085,0.184,0.26261,1.29969,0.23351,0.20791,1.19128,0.21451,0.16452,1.11151,0.12272,0.13007,1.10931,-0.00826,0.10309,1.20296,-0.1235,0.08153,1.37466,-0.16384,0.06443,1.55004,-0.09708,0.05102,1.68993,0.10535,0.04042,1.67977,0.35765,0.03192,1.5221,0.52558,0.02528,1.32846,0.54161,0.01999,1.17162,0.45724,84
5,20004.453,0.42623,-0.01336,15829.126,0.43507,0.00031,12516.703,0.44127,0.01597,9909.4424,0.44907,0.02439,7835.48,0.45872,0.03382,6217.2461,0.46409,0.04118,4905.291,0.47354,0.0492,3881.2737,0.4837,0.05677,3070.9827,0.49348,0.06226,2430.7778,0.50397,0.07016,1923.1537,0.5153,0.07483,1522.4358,0.52559,0.08235,1203.8446,0.53951,0.08634,952.86591,0.55111,0.09255,754.27557,0.56738,0.09959,596.71857,0.5813,0.10606,471.96338,0.59765,0.11131,373.20856,0.61527,0.11768,295.47278,0.63324,0.12498,233.87738,0.65159,0.12949,185.05922,0.67171,0.13613,146.35823,0.69179,0.14439,115.77804,0.7133,0.15027,91.6721,0.73514,0.15718,72.51701,0.75851,0.16285,57.36816,0.78381,0.16743,45.3629,0.80761,0.17615,35.93134,0.83167,0.19041,28.40909,0.85972,0.19695,22.48202,0.88738,0.21072,17.79613,0.92578,0.22632,14.06813,0.97222,0.22855,11.1448,1.00637,0.2415,8.81772,1.05804,0.22764,6.97545,1.11679,0.23087,5.5173,1.14247,0.2297,4.36941,1.16605,0.20257,3.45686,1.20244,0.16142,2.73547,1.25051,0.13194,2.16054,1.29226,0.12944,1.70952,1.30796,0.1442,1.35352,1.29117,0.15443,1.07079,1.25754,0.14083,0.84734,1.22786,0.09638,0.67072,1.22434,0.04034,0.53067,1.26422,-0.02177,0.41976,1.34043,-0.04584,0.33183,1.42374,-0.00945,0.26261,1.47024,0.08201,0.20791,1.44582,0.19486,0.16452,1.34971,0.27786,0.13007,1.21261,0.28843,0.10309,1.09292,0.20859,0.08153,1.05003,0.05883,0.06443,1.11366,-0.0785,0.05102,1.30213,-0.16512,0.04042,1.52637,-0.10622,0.03192,1.67384,0.07987,0.02528,1.70256,0.30307,0.01999,1.63621,0.51375,84
5,20004.453,0.42979,-0.01385,15829.126,0.43715,0.00181,12516.703,0.44565,0.01606,9909.4424,0.45386,0.02421,7835.48,0.46194,0.03394,6217.2461,0.46823,0.03992,4905.291,0.47821,0.04858,3881.2737,0.48883,0.05418,3070.9827,0.49754,0.061,2430.7778,0.50688,0.06886,1923.1537,0.51786,0.07441,1522.4358,0.53067,0.08087,1203.8446,0.54117,0.08636,952.86591,0.55601,0.09257,754.27557,0.57016,0.09881,596.71857,0.58394,0.10579,471.96338,0.59928,0.11128,373.20856,0.61938,0.11657,295.47278,0.63466,0.12326,233.87738,0.6542,0.12844,185.05922,0.67464,0.13617,146.35823,0.69425,0.14214,115.77804,0.71554,0.14774,91.6721,0.73614,0.15409,72.51701,0.76151,0.16004,57.36816,0.78491,0.17064,45.3629,0.80996,0.17881,35.93134,0.83365,0.18559,28.40909,0.86493,0.19709,22.48202,0.89548,0.21004,17.79613,0.92729,0.21838,14.06813,0.96418,0.23869,11.1448,1.01313,0.2304,8.81772,1.06101,0.24771,6.97545,1.09329,0.23186,5.5173,1.13871,0.20511,4.36941,1.20136,0.18872,3.45686,1.23919,0.19301,2.73547,1.24389,0.18834,2.16054,1.23641,0.16201,1.70952,1.23603,0.11561,1.35352,1.25861,0.06455,1.07079,1.30627,0.03079,0.84734,1.36042,0.03471,0.67072,1.39613,0.06853,0.53067,1.39513,0.13327,0.41976,1.33991,0.1867,0.33183,1.25459,0.19117,0.26261,1.17502,0.13411,0.20791,1.14981,0.03114,0.16452,1.20111,-0.07449,0.13007,1.32455,-0.13196,0.10309,1.48138,-0.09787,0.08153,1.61147,0.04343,0.06443,1.65027,0.2347,0.05102,1.55281,0.44242,0.04042,1.35535,0.52827,0.03192,1.18443,0.45341,0.02528,1.11908,0.2938,0.01999,1.14755,0.11003,84
5,20004.453,0.42405,-0.01428,15829.126,0.43457,0.0017,12516.703,0.44016,0.01371,9909.4424,0.44764,0.02441,7835.48,0.45551,0.03404,6217.2461,0.46453,0.04256,4905.291,0.4722,0.05055,3881.2737,0.48229,0.05579,3070.9827,0.49325,0.0626,2430.7778,0.50501,0.06895,1923.1537,0.51516,0.0749,1522.4358,0.52756,0.0811,1203.8446,0.53783,0.08657,952.86591,0.55346,0.09382,754.27557,0.56802,0.09808,596.71857,0.58185,0.10465,471.96338,0.59886,0.11143,373.20856,0.61508,0.11892,295.47278,0.6327,0.12379,233.87738,0.6519,0.13035,185.05922,0.67092,0.13553,146.35823,0.6946,0.14232,115.77804,0.71458,0.14927,91.6721,0.73661,0.15423,72.51701,0.7607,0.1622,57.36816,0.78212,0.17168,45.3629,0.80578,0.17983,35.93134,0.83314,0.18516,28.40909,0.86233,0.20095,22.48202,0.89579,0.21059,17.79613,0.92976,0.21783,14.06813,0.96183,0.23492,11.1448,1.01739,0.23265,8.81772,1.05308,0.24622,6.97545,1.09269,0.22676,5.5173,1.14657,0.20056,4.36941,1.20313,0.20029,3.45686,1.22467,0.20318,2.73547,1.22502,0.18309,2.16054,1.22592,0.14167,1.70952,1.24598,0.09035,1.35352,1.28927,0.05179,1.07079,1.34016,0.04585,0.84734,1.37792,0.07884,0.67072,1.38117,0.12582,0.53067,1.33468,0.17438,0.41976,1.2548,0.17947,0.33183,1.18226,0.12585,0.26261,1.15902,0.02906,0.20791,1.20692,-0.06865,0.16452,1.32019,-0.11999,0.13007,1.46113,-0.08711,0.10309,1.57397,0.04071,0.08153,1.59972,0.23633,0.06443,1.52767,0.40982,0.05102,1.33547,0.51308,0.04042,1.14226,0.45804,0.03192,1.06797,0.28641,0.02528,1.13324,0.10766,0.01999,1.28735,-0.03414,84
5,20004.453,0.42515,-0.01347,15829.126,0.43266,-0.00041,12516.703,0.44132,0.01579,9909.4424,0.448,0.02416,7835.48,0.45633,0.03557,6217.2461,0.46526,0.0427,4905.291,0.47354,0.04895,3881.2737,0.48465,0.05654,3070.9827,0.49394,0.06203,2430.7778,0.50418,0.06938,1923.1537,0.51516,0.07569,1522.4358,0.52742,0.08082,1203.8446,0.54038,0.088,952.86591,0.55318,0.09401,754.27557,0.5678,0.10085,596.71857,0.58097,0.10606,471.96338,0.59847,0.11132,373.20856,0.61388,0.11856,295.47278,0.63349,0.12621,233.87738,0.65269,0.1305,185.05922,0.67166,0.13731,146.35823,0.69113,0.14184,115.77804,0.71333,0.14955,91.6721,0.73574,0.15635,72.51701,0.75677,0.162,57.36816,0.78461,0.16927,45.3629,0.80724,0.17635,35.93134,0.83021,0.18952,28.40909,0.85917,0.1959,22.48202,0.88836,0.20797,17.79613,0.92339,0.22441,14.06813,0.97339,0.23211,11.1448,1.00365,0.23595,8.81772,1.06164,0.22824,6.97545,1.11241,0.23903,5.5173,1.13327,0.22431,4.36941,1.16615,0.19166,3.45686,1.21352,0.15521,2.73547,1.26421,0.14369,2.16054,1.2919,0.15176,1.70952,1.28696,0.16061,1.35352,1.25889,0.1491,1.07079,1.23284,0.10958,0.84734,1.23076,0.05049,0.67072,1.25913,-0.00163,0.53067,1.32629,-0.03025,0.41976,1.40266,-0.00555,0.33183,1.44764,0.07373,0.26261,1.42974,0.17515,0.20791,1.34564,0.2499,0.16452,1.22189,0.25776,0.13007,1.11512,0.18394,0.10309,1.07628,0.04861,0.08153,1.14134,-0.09596,0.06443,1.28873,-0.1711,0.05102,1.51249,-0.13232,0.04042,1.67938,0.04858,0.03192,1.69977,0.28538,0.02528,1.59643,0.46826,0.01999,1.43547,0.57437,84
5,20004.453,0.42276,-0.01498,15829.126,0.43072,0.00203,12516.703,0.43905,0.01414,9909.4424,0.4448,0.02559,7835.48,0.45392,0.03321,6217.2461,0.46341,0.04156,4905.291,0.47179,0.04895,3881.2737,0.48252,0.05438,3070.9827,0.49125,0.0612,2430.7778,0.50292,0.06826,1923.1537,0.51397,0.07615,1522.4358,0.52624,0.08026,1203.8446,0.53764,0.08662,952.86591,0.5517,0.09314,754.27557,0.56605,0.09838,596.71857,0.58184,0.10664,471.96338,0.5977,0.11131,373.20856,0.6148,0.11853,295.47278,0.63282,0.12411,233.87738,0.65032,0.12932,185.05922,0.67106,0.13597,146.35823,0.69077,0.14214,115.77804,0.71156,0.14901,91.6721,0.73482,0.15613,72.51701,0.75556,0.1626,57.36816,0.78244,0.1673,45.3629,0.80794,0.17654,35.93134,0.8283,0.18994,28.40909,0.85595,0.19419,22.48202,0.88639,0.20831,17.79613,0.922,0.22472,14.06813,0.97127,0.23089,11.1448,1.00153,0.23666,8.81772,1.06077,0.22664,6.97545,1.11129,0.23687,5.5173,1.13348,0.22413,4.36941,1.16087,0.19196,3.45686,1.20814,0.15415,2.73547,1.2598,0.13931,2.16054,1.29117,0.14762,1.70952,1.2886,0.15912,1.35352,1.26186,0.15305,1.07079,1.23231,0.11638,0.84734,1.22221,0.05741,0.67072,1.24508,0.00195,0.53067,1.31111,-0.03484,0.41976,1.39226,-0.01786,0.33183,1.4473,0.05704,0.26261,1.44008,0.16131,0.20791,1.36383,0.24789,0.16452,1.23953,0.27054,0.13007,1.12328,0.20932,0.10309,1.06631,0.07983,0.08153,1.11089,-0.07302,0.06443,1.24626,-0.16544,0.05102,1.47187,-0.15401,0.04042,1.66192,0.0094,0.03192,1.7084,0.24979,0.02528,1.6223,0.44775,0.01999,1.46832,0.57404,84
5,20004.453,0.42029,-0.01479,15829.126,0.43009,0.00254,12516.703,0.43745,0.01483,9909.4424,0.44387,0.02403,7835.48,0.45076,0.03358,6217.2461,0.45978,0.04198,4905.291,0.47051,0.04956,3881.2737,0.4778,0.05585,3070.9827,0.48873,0.06307,2430.7778,0.49861,0.06792,1923.1537,0.5112,0.07426,1522.4358,0.52507,0.08205,1203.8446,0.53684,0.08971,952.86591,0.55009,0.09343,754.27557,0.5642,0.09925,596.71857,0.5804,0.10569,471.96338,0.59598,0.11084,373.20856,0.61155,0.11835,295.47278,0.63021,0.12616,233.87738,0.64962,0.13117,185.05922,0.66899,0.13722,146.35823,0.68918,0.14249,115.77804,0.7108,0.15063,91.6721,0.73171,0.15664,72.51701,0.75458,0.16115,57.36816,0.78164,0.16813,45.3629,0.80674,0.17587,35.93134,0.82771,0.1903,28.40909,0.85513,0.19573,22.48202,0.88504,0.20878,17.79613,0.92046,0.22603,14.06813,0.97043,0.22928,11.1448,1.00082,0.23945,8.81772,1.05628,0.22713,6.97545,1.11244,0.23429,5.5173,1.13273,0.22592,4.36941,1.16161,0.19373,3.45686,1.204,0.15538,2.73547,1.25721,0.13652,2.16054,1.29035,0.14376,1.70952,1.29202,0.15743,1.35352,1.26786,0.15492,1.07079,1.23456,0.12357,0.84734,1.21942,0.06558,0.67072,1.23709,0.0074,0.53067,1.29887,-0.036,0.41976,1.38136,-0.02741,0.33183,1.44505,0.04263,0.26261,1.44731,0.14817,0.20791,1.37966,0.24267,0.16452,1.25733,0.27682,0.13007,1.13341,0.22788,0.10309,1.06308,0.10354,0.08153,1.09125,-0.05136,0.06443,1.21439,-0.15525,0.05102,1.43689,-0.16429,0.04042,1.63721,-0.02149,0.03192,1.70682,0.21119,0.02528,1.64126,0.42106,0.01999,1.50054,0.56475,84
5,20004.453,0.42357,-0.01336,15829.126,0.43073,0.00219,12516.703,0.43731,0.01353,9909.4424,0.4457,0.0241,7835.48,0.45451,0.03416,6217.2461,0.46167,0.04225,4905.291,0.47239,0.04946,3881.2737,0.48174,0.05742,3070.9827,0.49113,0.06317,2430.7778,0.50114,0.06736,1923.1537,0.51424,0.07486,1522.4358,0.52541,0.0801,1203.8446,0.53759,0.08722,952.86591,0.5512,0.09404,754.27557,0.56499,0.09996,596.71857,0.57912,0.10503,471.96338,0.59775,0.11239,373.20856,0.61421,0.1181,295.47278,0.63083,0.12419,233.87738,0.6512,0.13045,185.05922,0.6711,0.13637,146.35823,0.69262,0.14372,115.77804,0.7136,0.15098,91.6721,0.73618,0.15552,72.51701,0.7583,0.16334,57.36816,0.77764,0.1695,45.3629,0.80333,0.17844,35.93134,0.83321,0.18864,28.40909,0.85776,0.20227,22.48202,0.89157,0.21398,17.79613,0.92986,0.22211,14.06813,0.96161,0.22557,11.1448,1.01632,0.24164,8.81772,1.04616,0.2344,6.97545,1.09786,0.21691,5.5173,1.15813,0.2142,4.36941,1.18115,0.21511,3.45686,1.19443,0.19104,2.73547,1.2098,0.14919,2.16054,1.24327,0.10461,1.70952,1.29106,0.08152,1.35352,1.33104,0.08972,1.07079,1.34222,0.1208,0.84734,1.31768,0.15195,0.67072,1.2721,0.15835,0.53067,1.21308,0.12329,0.41976,1.18528,0.04932,0.33183,1.21415,-0.03521,0.26261,1.29904,-0.08649,0.20791,1.41142,-0.07062,0.16452,1.50296,0.02312,0.13007,1.5255,0.17121,0.10309,1.45291,0.32326,0.08153,1.29434,0.41119,0.06443,1.13217,0.39829,0.05102,1.01286,0.25251,0.04042,1.04018,0.05923,0.03192,1.21078,-0.06746,0.02528,1.43412,-0.07138,0.01999,1.65961,0.01854,84
5,20004.453,0.41762,-0.01419,15829.126,0.42568,0.00156,12516.703,0.43282,0.01165,9909.4424,0.44266,0.02568,7835.48,0.45051,0.03527,6217.2461,0.45944,0.04214,4905.291,0.4667,0.04925,3881.2737,0.47671,0.05772,3070.9827,0.48727,0.06157,2430.7778,0.49694,0.06798,1923.1537,0.50836,0.07553,1522.4358,0.52178,0.08133,1203.8446,0.53469,0.08665,952.86591,0.54842,0.09398,754.27557,0.56266,0.09906,596.71857,0.57595,0.10528,471.96338,0.59451,0.11169,373.20856,0.61148,0.11857,295.47278,0.62926,0.12511,233.87738,0.64684,0.13183,185.05922,0.66607,0.1375,146.35823,0.6861,0.14232,115.77804,0.70836,0.14996,91.6721,0.72993,0.1571,72.51701,0.75268,0.16095,57.36816,0.78054,0.16966,45.3629,0.80452,0.17681,35.93134,0.82487,0.18837,28.40909,0.85488,0.19422,22.48202,0.88473,0.20664,17.79613,0.91656,0.2237,14.06813,0.9689,0.23225,11.1448,0.99761,0.23533,8.81772,1.0612,0.22912,6.97545,1.10481,0.23996,5.5173,1.12662,0.22121,4.36941,1.16177,0.18627,3.45686,1.21294,0.15463,2.73547,1.26172,0.14946,2.16054,1.28106,0.1601,1.70952,1.26816,0.16316,1.35352,1.24081,0.1411,1.07079,1.22275,0.09252,0.84734,1.23393,0.03129,0.67072,1.27395,-0.01339,0.53067,1.34772,-0.02426,0.41976,1.41474,0.02165,0.33183,1.43705,0.11223,0.26261,1.39139,0.20535,0.20791,1.2886,0.2549,0.16452,1.16883,0.22707,0.13007,1.08827,0.12486,0.10309,1.09227,-0.01617,0.08153,1.19934,-0.13879,0.06443,1.36278,-0.17488,0.05102,1.57998,-0.08121,0.04042,1.70239,0.13744,0.03192,1.66313,0.37199,0.02528,1.5148,0.51149,0.01999,1.33925,0.55541,84
5,20004.453,0.43219,-0.01529,15829.126,0.43998,5e-05,12516.703,0.44752,0.01289,9909.4424,0.4557,0.02355,7835.48,0.46451,0.03267,6217.2461,0.47127,0.03881,4905.291,0.48071,0.04809,3881.2737,0.48899,0.05531,3070.9827,0.49718,0.06173,2430.7778,0.50791,0.06551,1923.1537,0.51909,0.07178,1522.4358,0.53206,0.07828,1203.8446,0.54327,0.08573,952.86591,0.55572,0.09023,754.27557,0.56933,0.09587,596.71857,0.58581,0.10223,471.96338,0.60001,0.10796,373.20856,0.61616,0.11354,295.47278,0.63269,0.12036,233.87738,0.6527,0.12709,185.05922,0.66982,0.13321,146.35823,0.69008,0.13782,115.77804,0.71213,0.14589,91.6721,0.73213,0.15142,72.51701,0.75429,0.15905,57.36816,0.77694,0.16768,45.3629,0.80106,0.1752,35.93134,0.82446,0.18682,28.40909,0.85306,0.19904,22.48202,0.88206,0.21351,17.79613,0.91707,0.22879,14.06813,0.95895,0.2406,11.1448,1.00478,0.24882,8.81772,1.05113,0.25495,6.97545,1.10625,0.25237,5.5173,1.14728,0.2395,4.36941,1.19689,0.22763,3.45686,1.23151,0.2069,2.73547,1.26614,0.18403,2.16054,1.29321,0.16332,1.70952,1.31253,0.14337,1.35352,1.32633,0.12496,1.07079,1.33817,0.11031,0.84734,1.34827,0.09864,0.67072,1.35507,0.08983,0.53067,1.36133,0.08389,0.41976,1.36818,0.08049,0.33183,1.37605,0.08067,0.26261,1.38302,0.08689,0.20791,1.38844,0.0965,0.16452,1.39229,0.10636,0.13007,1.39848,0.11677,0.10309,1.4083,0.13066,0.08153,1.42164,0.14904,0.06443,1.43869,0.17281,0.05102,1.46003,0.1955,0.04042,1.49525,0.22628,0.03192,1.53828,0.27338,0.02528,1.57587,0.33227,0.01999,1.60521,0.39026,84
5,20004.453,0.43412,-0.01459,15829.126,0.43837,-0.00108,12516.703,0.44555,0.01349,9909.4424,0.45415,0.02372,7835.48,0.46227,0.03169,6217.2461,0.46875,0.04093,4905.291,0.47871,0.04769,3881.2737,0.48663,0.05418,3070.9827,0.497,0.06125,2430.7778,0.50809,0.06597,1923.1537,0.51817,0.07346,1522.4358,0.53072,0.0785,1203.8446,0.5432,0.0849,952.86591,0.5561,0.09174,754.27557,0.57058,0.09595,596.71857,0.58555,0.10268,471.96338,0.60032,0.10834,373.20856,0.61546,0.11481,295.47278,0.6348,0.1217,233.87738,0.65219,0.12548,185.05922,0.66989,0.13294,146.35823,0.6904,0.13784,115.77804,0.71163,0.1464,91.6721,0.73201,0.15431,72.51701,0.75347,0.16015,57.36816,0.77772,0.16901,45.3629,0.80097,0.1773,35.93134,0.82538,0.18767,28.40909,0.85201,0.19962,22.48202,0.88272,0.21285,17.79613,0.91793,0.22886,14.06813,0.96058,0.24127,11.1448,1.00466,0.25244,8.81772,1.05399,0.2549,6.97545,1.10118,0.25346,5.5173,1.15339,0.24166,4.36941,1.19378,0.22785,3.45686,1.23448,0.20537,2.73547,1.26754,0.18646,2.16054,1.29215,0.16415,1.70952,1.31245,0.1432,1.35352,1.3268,0.12533,1.07079,1.33941,0.11055,0.84734,1.34783,0.09835,0.67072,1.35603,0.09006,0.53067,1.36419,0.08346,0.41976,1.37126,0.08293,0.33183,1.37663,0.0853,0.26261,1.38029,0.08908,0.20791,1.38483,0.09414,0.16452,1.39181,0.10145,0.13007,1.40054,0.11325,0.10309,1.41102,0.12795,0.08153,1.42564,0.14552,0.06443,1.4464,0.16941,0.05102,1.47552,0.20167,0.04042,1.50302,0.24778,0.03192,1.52398,0.29577,0.02528,1.5465,0.33546,0.01999,1.58255,0.3695,84
5,20004.453,0.42703,-0.01539,15829.126,0.43289,-0.0003,12516.703,0.44161,0.01445,9909.4424,0.44866,0.02413,7835.48,0.45566,0.03374,6217.2461,0.46528,0.04103,4905.291,0.47284,0.04831,3881.2737,0.48259,0.05485,3070.9827,0.49286,0.0606,2430.7778,0.50272,0.06837,1923.1537,0.51313,0.07441,1522.4358,0.5245,0.08143,1203.8446,0.53673,0.08552,952.86591,0.552,0.09169,754.27557,0.56483,0.09925,596.71857,0.58166,0.10543,471.96338,0.59624,0.11053,373.20856,0.61448,0.11672,295.47278,0.63089,0.12268,233.87738,0.64927,0.13098,185.05922,0.67084,0.13517,146.35823,0.68884,0.14374,115.77804,0.71102,0.14872,91.6721,0.73325,0.15485,72.51701,0.75605,0.16331,57.36816,0.77901,0.17146,45.3629,0.80227,0.18038,35.93134,0.82654,0.18957,28.40909,0.85572,0.20288,22.48202,0.88651,0.21714,17.79613,0.92246,0.22997,14.06813,0.96243,0.24547,11.1448,1.008,0.25322,8.81772,1.05803,0.25711,6.97545,1.10564,0.25339,5.5173,1.15813,0.24625,4.36941,1.19711,0.22834,3.45686,1.23906,0.20791,2.73547,1.27094,0.18759,2.16054,1.29662,0.16426,1.70952,1.31736,0.14251,1.35352,1.33347,0.12574,1.07079,1.34496,0.11144,0.84734,1.35371,0.10042,0.67072,1.36051,0.09101,0.53067,1.36732,0.08501,0.41976,1.37315,0.08172,0.33183,1.37915,0.08162,0.26261,1.38612,0.08344,0.20791,1.39451,0.08941,0.16452,1.40483,0.10064,0.13007,1.41317,0.11844,0.10309,1.41898,0.13815,0.08153,1.42597,0.15671,0.06443,1.43867,0.17855,0.05102,1.45887,0.20146,0.04042,1.48389,0.23114,0.03192,1.51607,0.26126,0.02528,1.56389,0.29592,0.01999,1.62721,0.34623,84
5,20004.453,0.42929,-0.01544,15829.126,0.4368,0.0008,12516.703,0.44349,0.01246,9909.4424,0.45204,0.02497,7835.48,0.46023,0.03331,6217.2461,0.46663,0.04091,4905.291,0.47682,0.04779,3881.2737,0.48422,0.05413,3070.9827,0.4948,0.06011,2430.7778,0.50441,0.06783,1923.1537,0.51573,0.07321,1522.4358,0.52725,0.07983,1203.8446,0.53999,0.08548,952.86591,0.55355,0.09102,754.27557,0.56765,0.09684,596.71857,0.58441,0.10352,471.96338,0.59822,0.11014,373.20856,0.61635,0.11649,295.47278,0.63409,0.12198,233.87738,0.65206,0.1287,185.05922,0.67164,0.13641,146.35823,0.6925,0.1402,115.77804,0.71294,0.14854,91.6721,0.73493,0.15502,72.51701,0.75703,0.16398,57.36816,0.77978,0.16956,45.3629,0.80396,0.17871,35.93134,0.83024,0.18959,28.40909,0.85672,0.20207,22.48202,0.8871,0.21684,17.79613,0.92327,0.23182,14.06813,0.96301,0.24596,11.1448,1.00532,0.25525,8.81772,1.05667,0.25976,6.97545,1.10983,0.25239,5.5173,1.15497,0.24802,4.36941,1.20296,0.22935,3.45686,1.24197,0.21247,2.73547,1.27412,0.18848,2.16054,1.30189,0.16517,1.70952,1.32301,0.14664,1.35352,1.33768,0.12816,1.07079,1.34944,0.11287,0.84734,1.35884,0.10084,0.67072,1.36655,0.09128,0.53067,1.37347,0.08532,0.41976,1.37938,0.08181,0.33183,1.38711,0.08099,0.26261,1.39507,0.08528,0.20791,1.40227,0.09458,0.16452,1.4074,0.107,0.13007,1.41213,0.12003,0.10309,1.4192,0.13354,0.08153,1.43231,0.15058,0.06443,1.44884,0.17324,0.05102,1.46802,0.19862,0.04042,1.49787,0.22544,0.03192,1.54246,0.26247,0.02528,1.5924,0.31766,0.01999,1.63325,0.38241,84
5,20004.453,0.42598,-0.01401,15829.126,0.4326,0.00064,12516.703,0.44016,0.01306,9909.4424,0.44852,0.02321,7835.48,0.45589,0.03363,6217.2461,0.46414,0.04147,4905.291,0.47378,0.04841,3881.2737,0.4833,0.05607,3070.9827,0.49165,0.06187,2430.7778,0.50225,0.06819,1923.1537,0.5128,0.07379,1522.4358,0.52623,0.07882,1203.8446,0.53856,0.0842,952.86591,0.55193,0.09265,754.27557,0.56436,0.09893,596.71857,0.57922,0.10375,471.96338,0.59488,0.11164,373.20856,0.61275,0.11636,295.47278,0.62973,0.12287,233.87738,0.6497,0.12869,185.05922,0.66942,0.13689,146.35823,0.68779,0.14317,115.77804,0.71057,0.14811,91.6721,0.73076,0.15542,72.51701,0.75413,0.16195,57.36816,0.77863,0.17066,45.3629,0.80161,0.17904,35.93134,0.82574,0.18928,28.40909,0.85364,0.20275,22.48202,0.88559,0.21767,17.79613,0.92171,0.23047,14.06813,0.96238,0.2445,11.1448,1.00924,0.25439,8.81772,1.05811,0.2578,6.97545,1.10402,0.25344,5.5173,1.15746,0.24438,4.36941,1.19813,0.22731,3.45686,1.23967,0.20737,2.73547,1.27145,0.18762,2.16054,1.2965,0.16484,1.70952,1.31672,0.14346,1.35352,1.33252,0.12576,1.07079,1.34394,0.1105,0.84734,1.35287,0.0981,0.67072,1.36177,0.0897,0.53067,1.36941,0.08444,0.41976,1.37635,0.08325,0.33183,1.38083,0.08526,0.26261,1.3843,0.08827,0.20791,1.38949,0.09271,0.16452,1.39691,0.10021,0.13007,1.40527,0.11204,0.10309,1.41597,0.12598,0.08153,1.43151,0.14361,0.06443,1.45338,0.16871,0.05102,1.4808,0.20451,0.04042,1.50332,0.25037,0.03192,1.52099,0.29407,0.02528,1.54578,0.33,0.01999,1.58501,0.36343,84
