Cell,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,f_60,r_60,i_60,soh
5,20004.453,0.47513,-0.01152,15829.126,0.48228,0.00246,12516.703,0.49069,0.01403,9909.4424,0.49753,0.02417,7835.48,0.50491,0.03256,6217.2461,0.51334,0.03836,4905.291,0.52251,0.04665,3881.2737,0.53229,0.05204,3070.9827,0.54133,0.05768,2430.7778,0.55159,0.06254,1923.1537,0.56172,0.06882,1522.4358,0.57248,0.07348,1203.8446,0.5837,0.07826,952.86591,0.5965,0.08434,754.27557,0.60909,0.08828,596.71857,0.62235,0.09417,471.96338,0.63536,0.10031,373.20856,0.64976,0.10514,295.47278,0.66665,0.11159,233.87738,0.68246,0.11767,185.05922,0.70108,0.12468,146.35823,0.71847,0.13065,115.77804,0.73622,0.1372,91.6721,0.75767,0.14249,72.51701,0.7751,0.14974,57.36816,0.79888,0.15673,45.3629,0.82051,0.16743,35.93134,0.83946,0.18284,28.40909,0.86169,0.19231,22.48202,0.88789,0.21311,17.79613,0.9231,0.23638,14.06813,0.96996,0.24827,11.1448,1.00174,0.26999,8.81772,1.06575,0.27149,6.97545,1.13727,0.29048,5.5173,1.16828,0.29433,4.36941,1.21296,0.26898,3.45686,1.2696,0.22758,2.73547,1.34132,0.19985,2.16054,1.39606,0.19838,1.70952,1.41402,0.20827,1.35352,1.39791,0.20583,1.07079,1.36629,0.17462,0.84734,1.34715,0.11345,0.67072,1.35699,0.04796,0.53067,1.41097,-0.01128,0.41976,1.49466,-0.0216,0.33183,1.56807,0.03102,0.26261,1.58908,0.13079,0.20791,1.53971,0.23127,0.16452,1.43446,0.28487,0.13007,1.31896,0.26182,0.10309,1.24967,0.17148,0.08153,1.25794,0.05619,0.06443,1.33217,-0.02496,0.05102,1.49151,-0.07211,0.04042,1.69923,-0.01766,0.03192,1.89869,0.17627,0.02528,1.98732,0.50515,0.01999,1.86519,0.89475,73
5,20004.453,0.47694,-0.01385,15829.126,0.48525,0.00188,12516.703,0.49124,0.01346,9909.4424,0.49914,0.02426,7835.48,0.50593,0.03128,6217.2461,0.51561,0.03945,4905.291,0.52434,0.0462,3881.2737,0.5319,0.05179,3070.9827,0.54133,0.05695,2430.7778,0.55105,0.06322,1923.1537,0.5628,0.06709,1522.4358,0.57262,0.07282,1203.8446,0.58239,0.07875,952.86591,0.59533,0.08354,754.27557,0.60692,0.08942,596.71857,0.62024,0.09395,471.96338,0.63595,0.09881,373.20856,0.64871,0.10365,295.47278,0.66498,0.1111,233.87738,0.68189,0.11705,185.05922,0.69804,0.12468,146.35823,0.71684,0.12992,115.77804,0.73665,0.13745,91.6721,0.75644,0.14384,72.51701,0.77531,0.15178,57.36816,0.79632,0.15937,45.3629,0.81716,0.17102,35.93134,0.83754,0.18164,28.40909,0.86238,0.1992,22.48202,0.8896,0.21924,17.79613,0.92209,0.23921,14.06813,0.96099,0.26329,11.1448,1.00782,0.28421,8.81772,1.06219,0.29983,6.97545,1.11729,0.30805,5.5173,1.1844,0.31491,4.36941,1.24083,0.30347,3.45686,1.30605,0.28464,2.73547,1.35429,0.26464,2.16054,1.39546,0.23492,1.70952,1.43068,0.20541,1.35352,1.4564,0.18036,1.07079,1.47441,0.15759,0.84734,1.48888,0.13804,0.67072,1.49975,0.12315,0.53067,1.50916,0.11215,0.41976,1.51676,0.10573,0.33183,1.52314,0.10356,0.26261,1.52967,0.10354,0.20791,1.53757,0.10799,0.16452,1.54697,0.11858,0.13007,1.55591,0.13537,0.10309,1.56397,0.15486,0.08153,1.57553,0.17531,0.06443,1.59379,0.20221,0.05102,1.62081,0.23494,0.04042,1.64781,0.27681,0.03192,1.67814,0.3173,0.02528,1.72282,0.3574,0.01999,1.78318,0.40761,73
5,20004.453,0.47853,-0.01134,15829.126,0.48757,0.00347,12516.703,0.49409,0.01505,9909.4424,0.50451,0.02456,7835.48,0.51178,0.03493,6217.2461,0.51921,0.03966,4905.291,0.52756,0.04711,3881.2737,0.5368,0.05228,3070.9827,0.54497,0.05809,2430.7778,0.55631,0.06378,1923.1537,0.56679,0.06823,1522.4358,0.57687,0.07363,1203.8446,0.58975,0.07893,952.86591,0.59956,0.08253,754.27557,0.61281,0.08908,596.71857,0.62637,0.09296,471.96338,0.64054,0.09953,373.20856,0.65411,0.10642,295.47278,0.67022,0.11182,233.87738,0.6887,0.11897,185.05922,0.70456,0.12384,146.35823,0.72252,0.1291,115.77804,0.74285,0.13811,91.6721,0.76193,0.14541,72.51701,0.78091,0.15259,57.36816,0.80218,0.15963,45.3629,0.82298,0.16922,35.93134,0.84368,0.18253,28.40909,0.86682,0.19893,22.48202,0.89185,0.21616,17.79613,0.92036,0.24066,14.06813,0.95766,0.26465,11.1448,1.00242,0.29066,8.81772,1.05096,0.3188,6.97545,1.11698,0.34555,5.5173,1.18182,0.34931,4.36941,1.25496,0.36469,3.45686,1.32212,0.35338,2.73547,1.3984,0.33493,2.16054,1.45789,0.31386,1.70952,1.50666,0.28071,1.35352,1.54781,0.24761,1.07079,1.58026,0.21728,0.84734,1.60415,0.19149,0.67072,1.62236,0.16939,0.53067,1.63518,0.15204,0.41976,1.64742,0.14031,0.33183,1.6584,0.13397,0.26261,1.66773,0.13385,0.20791,1.67536,0.13727,0.16452,1.68465,0.14361,0.13007,1.6981,0.15559,0.10309,1.71343,0.17585,0.08153,1.72854,0.20316,0.06443,1.74684,0.23478,0.05102,1.77409,0.26439,0.04042,1.8147,0.30658,0.03192,1.85886,0.3619,0.02528,1.90172,0.41948,0.01999,1.95249,0.47064,72
5,20004.453,0.48079,-0.01084,15829.126,0.4878,0.00387,12516.703,0.49449,0.01456,9909.4424,0.50339,0.02462,7835.48,0.51221,0.03414,6217.2461,0.51873,0.04053,4905.291,0.52883,0.04702,3881.2737,0.53608,0.05249,3070.9827,0.54569,0.05737,2430.7778,0.55585,0.06236,1923.1537,0.56408,0.06723,1522.4358,0.57658,0.07315,1203.8446,0.58892,0.0794,952.86591,0.59816,0.08353,754.27557,0.6111,0.08844,596.71857,0.6256,0.09375,471.96338,0.63858,0.09999,373.20856,0.65409,0.10645,295.47278,0.66915,0.11256,233.87738,0.68655,0.11743,185.05922,0.70359,0.12375,146.35823,0.72212,0.13093,115.77804,0.74232,0.1376,91.6721,0.76121,0.14481,72.51701,0.7815,0.1538,57.36816,0.79963,0.16004,45.3629,0.82215,0.17093,35.93134,0.84332,0.18399,28.40909,0.86578,0.19759,22.48202,0.89121,0.21604,17.79613,0.92126,0.24096,14.06813,0.95533,0.26549,11.1448,0.99951,0.29027,8.81772,1.05128,0.31713,6.97545,1.11973,0.33885,5.5173,1.17724,0.34521,4.36941,1.25878,0.35468,3.45686,1.31988,0.34817,2.73547,1.3915,0.3258,2.16054,1.45218,0.30275,1.70952,1.49823,0.27224,1.35352,1.53623,0.23944,1.07079,1.56787,0.20949,0.84734,1.5907,0.18502,0.67072,1.60829,0.1639,0.53067,1.62094,0.14857,0.41976,1.63167,0.13649,0.33183,1.64159,0.1301,0.26261,1.65167,0.12947,0.20791,1.66024,0.13405,0.16452,1.66838,0.14186,0.13007,1.68026,0.15372,0.10309,1.6967,0.17249,0.08153,1.71549,0.20088,0.06443,1.73508,0.23614,0.05102,1.75535,0.26797,0.04042,1.78977,0.30137,0.03192,1.83783,0.34829,0.02528,1.88603,0.40622,0.01999,1.93573,0.46447,72
5,20004.453,0.45872,-0.02085,15829.126,0.46604,-0.00649,12516.703,0.47209,0.00744,9909.4424,0.47819,0.0181,7835.48,0.48527,0.02795,6217.2461,0.49196,0.03557,4905.291,0.5011,0.03954,3881.2737,0.50766,0.04639,3070.9827,0.51629,0.05359,2430.7778,0.52758,0.05832,1923.1537,0.53387,0.06315,1522.4358,0.54546,0.06825,1203.8446,0.55565,0.07404,952.86591,0.5689,0.07873,754.27557,0.57945,0.08379,596.71857,0.5936,0.08663,471.96338,0.60514,0.09381,373.20856,0.61821,0.09863,295.47278,0.63514,0.10315,233.87738,0.64824,0.11019,185.05922,0.66545,0.11598,146.35823,0.67936,0.1223,115.77804,0.70017,0.13085,91.6721,0.71778,0.13942,72.51701,0.73526,0.14934,57.36816,0.74967,0.15173,45.3629,0.76846,0.16361,35.93134,0.80568,0.18628,28.40909,0.8184,0.20314,22.48202,0.85358,0.22797,17.79613,0.90404,0.24122,14.06813,0.93048,0.23266,11.1448,0.99736,0.28145,8.81772,1.00978,0.25393,6.97545,1.10361,0.22533,5.5173,1.18597,0.26772,4.36941,1.17788,0.28792,3.45686,1.15631,0.23073,2.73547,1.18697,0.12883,2.16054,1.2882,0.04981,1.70952,1.41751,0.0569,1.35352,1.49994,0.15216,1.07079,1.4781,0.28564,0.84734,1.34333,0.36934,0.67072,1.17791,0.34838,0.53067,1.02322,0.16309,0.41976,1.03385,-0.12764,0.33183,1.27613,-0.39352,0.26261,1.70172,-0.45883,0.20791,2.15048,-0.22122,0.16452,2.40912,0.29966,0.13007,2.31677,0.92213,0.10309,1.86773,1.39141,0.08153,1.23483,1.48779,0.06443,0.746,1.22234,0.05102,0.57911,0.46081,0.04042,1.07889,-0.40533,0.03192,2.25802,-0.97696,0.02528,3.82236,-0.82705,0.01999,5.32932,0.22962,72
5,20004.453,0.4576,-0.02111,15829.126,0.46713,-0.00605,12516.703,0.47327,0.00634,9909.4424,0.47701,0.01758,7835.48,0.4856,0.02586,6217.2461,0.49351,0.03378,4905.291,0.50016,0.04173,3881.2737,0.50875,0.04764,3070.9827,0.51575,0.05352,2430.7778,0.52585,0.05841,1923.1537,0.53697,0.06437,1522.4358,0.546,0.06847,1203.8446,0.5557,0.0728,952.86591,0.56725,0.07862,754.27557,0.57889,0.08237,596.71857,0.59242,0.08875,471.96338,0.60535,0.09449,373.20856,0.61722,0.09868,295.47278,0.63542,0.10351,233.87738,0.64842,0.11096,185.05922,0.66478,0.11733,146.35823,0.67892,0.12413,115.77804,0.69789,0.13298,91.6721,0.71613,0.14104,72.51701,0.72979,0.14764,57.36816,0.75381,0.15126,45.3629,0.77494,0.16069,35.93134,0.79622,0.18853,28.40909,0.81513,0.19485,22.48202,0.84411,0.21772,17.79613,0.88925,0.2486,14.06813,0.95232,0.23555,11.1448,0.97132,0.27661,8.81772,1.03847,0.23229,6.97545,1.1295,0.25419,5.5173,1.13872,0.28976,4.36941,1.13062,0.24069,3.45686,1.17343,0.14898,2.73547,1.27851,0.09413,2.16054,1.38446,0.12029,1.70952,1.42175,0.2089,1.35352,1.36202,0.29172,1.07079,1.23401,0.29708,0.84734,1.11128,0.18788,0.67072,1.07437,0.00755,0.53067,1.19947,-0.21994,0.41976,1.49205,-0.33397,0.33183,1.84499,-0.22372,0.26261,2.09318,0.12283,0.20791,2.08354,0.59874,0.16452,1.76709,0.99571,0.13007,1.26208,1.11241,0.10309,0.80285,0.85621,0.08153,0.63216,0.30009,0.06443,0.86166,-0.26227,0.05102,1.68191,-0.77981,0.04042,2.9044,-0.73605,0.03192,4.09116,0.03606,0.02528,4.73708,1.38691,0.01999,4.56023,2.91216,72
5,20004.453,0.45561,-0.01832,15829.126,0.46366,-0.00529,12516.703,0.47187,0.00687,9909.4424,0.47658,0.01807,7835.48,0.48454,0.02818,6217.2461,0.49201,0.03376,4905.291,0.50147,0.04064,3881.2737,0.50798,0.04762,3070.9827,0.51827,0.05182,2430.7778,0.52608,0.05935,1923.1537,0.53613,0.0646,1522.4358,0.54745,0.06944,1203.8446,0.55845,0.07396,952.86591,0.56839,0.07933,754.27557,0.58134,0.08317,596.71857,0.59526,0.09006,471.96338,0.60721,0.09413,373.20856,0.62134,0.09901,295.47278,0.63609,0.10385,233.87738,0.65191,0.11154,185.05922,0.66889,0.11632,146.35823,0.6847,0.12446,115.77804,0.7019,0.12681,91.6721,0.71892,0.13638,72.51701,0.73945,0.14344,57.36816,0.75808,0.15208,45.3629,0.77876,0.16315,35.93134,0.80287,0.17722,28.40909,0.82892,0.19066,22.48202,0.85852,0.20663,17.79613,0.89439,0.22337,14.06813,0.93512,0.23552,11.1448,0.98321,0.24322,8.81772,1.03084,0.24582,6.97545,1.0804,0.2419,5.5173,1.12572,0.22658,4.36941,1.16653,0.21106,3.45686,1.19911,0.1879,2.73547,1.2269,0.1682,2.16054,1.24919,0.14817,1.70952,1.26466,0.13055,1.35352,1.27716,0.11448,1.07079,1.28821,0.10413,0.84734,1.29764,0.09608,0.67072,1.30457,0.09111,0.53067,1.31014,0.0877,0.41976,1.31644,0.08675,0.33183,1.32426,0.08933,0.26261,1.33114,0.09483,0.20791,1.33883,0.10325,0.16452,1.34755,0.11356,0.13007,1.36055,0.12858,0.10309,1.37622,0.15126,0.08153,1.38923,0.18164,0.06443,1.40302,0.21508,0.05102,1.41792,0.24345,0.04042,1.44495,0.2757,0.03192,1.48109,0.31596,0.02528,1.52165,0.35913,0.01999,1.57394,0.40067,72
5,20004.453,0.45565,-0.02116,15829.126,0.46416,-0.00398,12516.703,0.47149,0.00674,9909.4424,0.47819,0.01897,7835.48,0.48496,0.02824,6217.2461,0.49159,0.03515,4905.291,0.5007,0.04088,3881.2737,0.50934,0.04784,3070.9827,0.5188,0.05239,2430.7778,0.52674,0.05887,1923.1537,0.53805,0.0644,1522.4358,0.54719,0.06933,1203.8446,0.55852,0.07503,952.86591,0.5705,0.07998,754.27557,0.58249,0.08365,596.71857,0.59594,0.08824,471.96338,0.60813,0.09462,373.20856,0.6235,0.09999,295.47278,0.63729,0.10365,233.87738,0.65267,0.11047,185.05922,0.66722,0.11608,146.35823,0.68507,0.12207,115.77804,0.70301,0.12863,91.6721,0.71984,0.13667,72.51701,0.73878,0.14365,57.36816,0.75954,0.15255,45.3629,0.78091,0.16403,35.93134,0.80372,0.17638,28.40909,0.82734,0.18988,22.48202,0.85951,0.20679,17.79613,0.89607,0.22226,14.06813,0.93704,0.23489,11.1448,0.9839,0.24215,8.81772,1.03271,0.24267,6.97545,1.07909,0.23439,5.5173,1.1228,0.22277,4.36941,1.1611,0.20293,3.45686,1.19537,0.18204,2.73547,1.22001,0.16264,2.16054,1.23967,0.1424,1.70952,1.25649,0.12544,1.35352,1.26853,0.11158,1.07079,1.27812,0.10136,0.84734,1.28627,0.09279,0.67072,1.29334,0.08759,0.53067,1.30102,0.08485,0.41976,1.30713,0.08547,0.33183,1.31387,0.0877,0.26261,1.32143,0.09253,0.20791,1.33062,0.1015,0.16452,1.34118,0.1155,0.13007,1.34972,0.13443,0.10309,1.35719,0.15512,0.08153,1.36851,0.17598,0.06443,1.38615,0.20194,0.05102,1.41088,0.23318,0.04042,1.43749,0.26832,0.03192,1.47361,0.30431,0.02528,1.52636,0.34596,0.01999,1.59134,0.40627,72
5,20004.453,0.4566,-0.01981,15829.126,0.464,-0.00474,12516.703,0.471,0.00716,9909.4424,0.47818,0.01809,7835.48,0.4858,0.02725,6217.2461,0.49275,0.03526,4905.291,0.49969,0.04232,3881.2737,0.50839,0.04751,3070.9827,0.51529,0.0563,2430.7778,0.52685,0.05786,1923.1537,0.53453,0.06363,1522.4358,0.54547,0.06741,1203.8446,0.55602,0.07389,952.86591,0.56692,0.0765,754.27557,0.57994,0.08365,596.71857,0.5914,0.0878,471.96338,0.60625,0.09325,373.20856,0.61984,0.09806,295.47278,0.63523,0.1031,233.87738,0.64932,0.10887,185.05922,0.6644,0.1139,146.35823,0.68316,0.12084,115.77804,0.70061,0.12746,91.6721,0.71827,0.13392,72.51701,0.73565,0.14262,57.36816,0.75416,0.15064,45.3629,0.77659,0.16219,35.93134,0.79753,0.17458,28.40909,0.82307,0.18799,22.48202,0.85344,0.20548,17.79613,0.88916,0.22191,14.06813,0.93071,0.23142,11.1448,0.97572,0.24043,8.81772,1.0244,0.24103,6.97545,1.07642,0.23475,5.5173,1.11545,0.22344,4.36941,1.15503,0.20483,3.45686,1.18604,0.18256,2.73547,1.21655,0.15959,2.16054,1.24091,0.14298,1.70952,1.25655,0.13187,1.35352,1.26498,0.12139,1.07079,1.27016,0.10899,0.84734,1.2744,0.09591,0.67072,1.28085,0.08487,0.53067,1.2929,0.07482,0.41976,1.31,0.07172,0.33183,1.32878,0.07974,0.26261,1.34355,0.09864,0.20791,1.34732,0.12397,0.16452,1.34125,0.14656,0.13007,1.33228,0.15975,0.10309,1.33096,0.16502,0.08153,1.34392,0.16891,0.06443,1.37106,0.18162,0.05102,1.41134,0.19947,0.04042,1.46894,0.23442,0.03192,1.53362,0.29701,0.02528,1.58698,0.38408,0.01999,1.61565,0.4762,72
5,20004.453,0.45747,-0.01905,15829.126,0.46457,-0.00331,12516.703,0.47319,0.00631,9909.4424,0.47804,0.01741,7835.48,0.48454,0.02724,6217.2461,0.49385,0.03423,4905.291,0.50189,0.04161,3881.2737,0.51016,0.04769,3070.9827,0.5174,0.05162,2430.7778,0.52617,0.05841,1923.1537,0.53636,0.06329,1522.4358,0.54548,0.06813,1203.8446,0.55604,0.07356,952.86591,0.56825,0.07893,754.27557,0.58008,0.08275,596.71857,0.59391,0.08932,471.96338,0.60642,0.09276,373.20856,0.61978,0.09887,295.47278,0.63546,0.10366,233.87738,0.64916,0.11009,185.05922,0.66726,0.11433,146.35823,0.68384,0.12107,115.77804,0.70041,0.12792,91.6721,0.71851,0.13359,72.51701,0.73631,0.14091,57.36816,0.75624,0.15076,45.3629,0.77715,0.16011,35.93134,0.80011,0.17542,28.40909,0.82493,0.18829,22.48202,0.85639,0.20491,17.79613,0.89222,0.2183,14.06813,0.93427,0.23041,11.1448,0.98152,0.23827,8.81772,1.02621,0.23731,6.97545,1.07207,0.23085,5.5173,1.12044,0.21729,4.36941,1.15422,0.20203,3.45686,1.18245,0.17923,2.73547,1.20722,0.15792,2.16054,1.22756,0.13461,1.70952,1.24646,0.11836,1.35352,1.26368,0.1082,1.07079,1.27492,0.10343,0.84734,1.27831,0.10204,0.67072,1.27959,0.1,0.53067,1.27759,0.09359,0.41976,1.28037,0.08446,0.33183,1.29016,0.0772,0.26261,1.3078,0.07437,0.20791,1.3315,0.08349,0.16452,1.35529,0.10573,0.13007,1.37055,0.14157,0.10309,1.37195,0.18123,0.08153,1.36395,0.21351,0.06443,1.36074,0.23718,0.05102,1.36978,0.24832,0.04042,1.3985,0.26051,0.03192,1.44573,0.27955,0.02528,1.5146,0.30946,0.01999,1.60398,0.36424,72
5,20004.453,0.46404,-0.01636,15829.126,0.47001,-0.00122,12516.703,0.47755,0.01109,9909.4424,0.48405,0.02034,7835.48,0.49277,0.02986,6217.2461,0.50061,0.03667,4905.291,0.50788,0.0441,3881.2737,0.51589,0.04808,3070.9827,0.52701,0.05432,2430.7778,0.53276,0.06095,1923.1537,0.54396,0.0641,1522.4358,0.55442,0.0692,1203.8446,0.56491,0.07551,952.86591,0.5774,0.08022,754.27557,0.58993,0.08493,596.71857,0.60034,0.08994,471.96338,0.61352,0.09369,373.20856,0.62872,0.0989,295.47278,0.64281,0.10542,233.87738,0.65947,0.1101,185.05922,0.67616,0.11594,146.35823,0.69184,0.12172,115.77804,0.71003,0.12616,91.6721,0.72616,0.13506,72.51701,0.74498,0.14121,57.36816,0.76522,0.1507,45.3629,0.78547,0.16178,35.93134,0.80925,0.17304,28.40909,0.83726,0.18657,22.48202,0.86653,0.20185,17.79613,0.89984,0.21488,14.06813,0.94493,0.22438,11.1448,0.9878,0.22833,8.81772,1.03302,0.22761,6.97545,1.07713,0.22272,5.5173,1.11382,0.20767,4.36941,1.14662,0.18968,3.45686,1.18069,0.16651,2.73547,1.2088,0.15306,2.16054,1.22647,0.14189,1.70952,1.23541,0.13047,1.35352,1.24213,0.1159,1.07079,1.24836,0.09956,0.84734,1.25923,0.08301,0.67072,1.27569,0.07114,0.53067,1.30002,0.0677,0.41976,1.32468,0.08139,0.33183,1.33819,0.1103,0.26261,1.33034,0.14337,0.20791,1.30171,0.16566,0.16452,1.26378,0.16143,0.13007,1.23941,0.12586,0.10309,1.25031,0.06662,0.08153,1.32024,0.00928,0.06443,1.43776,-0.00813,0.05102,1.61248,0.06128,0.04042,1.76656,0.26611,0.03192,1.79513,0.581,0.02528,1.61484,0.919,0.01999,1.18857,1.12746,72
5,20004.453,0.46387,-0.01439,15829.126,0.47083,-0.00033,12516.703,0.47983,0.0113,9909.4424,0.48501,0.02206,7835.48,0.49302,0.0304,6217.2461,0.50164,0.03732,4905.291,0.50987,0.0441,3881.2737,0.51726,0.04896,3070.9827,0.52544,0.05461,2430.7778,0.53404,0.0598,1923.1537,0.54555,0.06478,1522.4358,0.55379,0.07029,1203.8446,0.56494,0.0756,952.86591,0.5766,0.07921,754.27557,0.59083,0.0834,596.71857,0.60205,0.08829,471.96338,0.61474,0.09394,373.20856,0.62877,0.09967,295.47278,0.64459,0.10497,233.87738,0.66004,0.11141,185.05922,0.67614,0.11573,146.35823,0.69154,0.12207,115.77804,0.70988,0.12821,91.6721,0.72754,0.13558,72.51701,0.74546,0.14216,57.36816,0.76664,0.1516,45.3629,0.78591,0.16195,35.93134,0.81052,0.17465,28.40909,0.83666,0.18604,22.48202,0.86846,0.20154,17.79613,0.90295,0.21309,14.06813,0.94518,0.22237,11.1448,0.98631,0.22529,8.81772,1.03359,0.22426,6.97545,1.07688,0.2181,5.5173,1.11274,0.20156,4.36941,1.14471,0.18385,3.45686,1.17545,0.16178,2.73547,1.20352,0.14726,2.16054,1.22051,0.13603,1.70952,1.23037,0.12685,1.35352,1.23616,0.1138,1.07079,1.24063,0.09876,0.84734,1.25001,0.08294,0.67072,1.26501,0.07059,0.53067,1.28812,0.06432,0.41976,1.31419,0.0748,0.33183,1.33154,0.1025,0.26261,1.32956,0.13765,0.20791,1.30402,0.16575,0.16452,1.26496,0.17001,0.13007,1.23273,0.14142,0.10309,1.23239,0.08371,0.08153,1.28823,0.01997,0.06443,1.39643,-0.0132,0.05102,1.57634,0.03039,0.04042,1.754,0.20759,0.03192,1.82834,0.51945,0.02528,1.69884,0.88613,0.01999,1.30899,1.16653,72
5,20004.453,0.47428,-0.01177,15829.126,0.48265,0.00219,12516.703,0.48898,0.01401,9909.4424,0.49711,0.02304,7835.48,0.50572,0.03312,6217.2461,0.51528,0.04103,4905.291,0.52381,0.04712,3881.2737,0.5311,0.05358,3070.9827,0.54073,0.05761,2430.7778,0.54966,0.06286,1923.1537,0.56048,0.0674,1522.4358,0.57116,0.07191,1203.8446,0.5798,0.0783,952.86591,0.59415,0.08242,754.27557,0.60701,0.08916,596.71857,0.6204,0.09262,471.96338,0.63493,0.10066,373.20856,0.64797,0.10547,295.47278,0.6618,0.10968,233.87738,0.68039,0.11706,185.05922,0.69793,0.12252,146.35823,0.71805,0.12953,115.77804,0.73704,0.13448,91.6721,0.75457,0.14066,72.51701,0.7771,0.14879,57.36816,0.79387,0.15993,45.3629,0.81714,0.1695,35.93134,0.83816,0.17732,28.40909,0.86522,0.19499,22.48202,0.89295,0.2113,17.79613,0.92263,0.2284,14.06813,0.95454,0.25781,11.1448,1.01018,0.26285,8.81772,1.05767,0.29701,6.97545,1.10752,0.28911,5.5173,1.1699,0.27154,4.36941,1.25333,0.27123,3.45686,1.30154,0.28036,2.73547,1.31929,0.26435,2.16054,1.33048,0.22272,1.70952,1.3512,0.16111,1.35352,1.39496,0.10342,1.07079,1.45692,0.07456,0.84734,1.51231,0.08945,0.67072,1.53608,0.12946,0.53067,1.50993,0.18804,0.41976,1.43568,0.2168,0.33183,1.34705,0.18746,0.26261,1.29474,0.10432,0.20791,1.30816,0.00062,0.16452,1.39262,-0.07247,0.13007,1.51669,-0.07483,0.10309,1.62936,0.00661,0.08153,1.68558,0.15283,0.06443,1.67216,0.30093,0.05102,1.56434,0.44667,0.04042,1.38832,0.50968,0.03192,1.19315,0.44346,0.02528,1.07244,0.22306,0.01999,1.14326,-0.12437,72
5,20004.453,0.47302,-0.01151,15829.126,0.48172,0.00269,12516.703,0.4895,0.01399,9909.4424,0.49628,0.02302,7835.48,0.50431,0.03212,6217.2461,0.51245,0.03967,4905.291,0.52032,0.04541,3881.2737,0.52922,0.05228,3070.9827,0.54068,0.05706,2430.7778,0.54962,0.06214,1923.1537,0.56097,0.06702,1522.4358,0.5717,0.0728,1203.8446,0.58163,0.07764,952.86591,0.59625,0.08219,754.27557,0.6089,0.08869,596.71857,0.62089,0.09512,471.96338,0.63386,0.09745,373.20856,0.64873,0.10402,295.47278,0.66327,0.11061,233.87738,0.6799,0.11586,185.05922,0.69861,0.12312,146.35823,0.71662,0.12915,115.77804,0.73449,0.13477,91.6721,0.7541,0.14486,72.51701,0.77211,0.14852,57.36816,0.79787,0.15663,45.3629,0.81796,0.16569,35.93134,0.83594,0.18171,28.40909,0.86178,0.19104,22.48202,0.88779,0.20933,17.79613,0.9168,0.23498,14.06813,0.96938,0.25365,11.1448,0.99929,0.26964,8.81772,1.06812,0.27652,6.97545,1.12745,0.30335,5.5173,1.163,0.29226,4.36941,1.21362,0.26446,3.45686,1.28607,0.22806,2.73547,1.36008,0.22048,2.16054,1.39542,0.22841,1.70952,1.39376,0.22799,1.35352,1.36916,0.20064,1.07079,1.35027,0.14185,0.84734,1.36341,0.06753,0.67072,1.40563,0.01152,0.53067,1.48565,-0.01036,0.41976,1.56085,0.03062,0.33183,1.58893,0.12112,0.26261,1.54566,0.2179,0.20791,1.44391,0.27169,0.16452,1.32799,0.24971,0.13007,1.25439,0.15966,0.10309,1.26147,0.04352,0.08153,1.34857,-0.0455,0.06443,1.47509,-0.06907,0.05102,1.6499,-0.01454,0.04042,1.80675,0.15432,0.03192,1.87012,0.42497,0.02528,1.76459,0.73201,0.01999,1.46165,0.95022,72
