id,cell,soh,soc,temperature,M,mu,RMS_error
18,1.0,45.0,10.0,25.0,27,0.49199474227186657,0.01139234381460688
8,1.0,44.0,90.0,25.0,26,0.45796283542729976,0.01047620855110376
9,1.0,44.0,90.0,25.0,26,0.491075250901127,0.010652338392687548
10,1.0,44.0,90.0,25.0,27,0.4842295113765813,0.02139611484326799
11,1.0,44.0,90.0,25.0,27,0.4421094349311073,0.021047355367375953
12,1.0,44.0,90.0,25.0,27,0.3546795997262776,0.010603518479492017
1,1.0,44.0,10.0,25.0,24,0.4072264782120346,0.012466219959148149
2,1.0,44.0,10.0,25.0,28,0.4467918524156973,0.02731720313475783
3,1.0,44.0,10.0,25.0,25,0.4575887693760893,0.012763726738338687
6,1.0,44.0,10.0,25.0,25,0.4111674226542331,0.011113555540493252
5215,2.0,100.0,60.0,25.0,3,-0.318848083263092,0.5201588847950505
5213,2.0,100.0,40.0,25.0,25,0.41546308192077774,0.016963682492900412
5212,2.0,100.0,30.0,25.0,12,0.401232701990035,0.09613475732556184
5211,2.0,100.0,20.0,25.0,10,0.4176141619977841,0.12281225856191133
8618,2.0,99.0,60.0,25.0,16,0.48540783954786426,0.558100792610004
8616,2.0,99.0,40.0,25.0,23,0.456895048335475,0.016887347555285013
8623,2.0,99.0,40.0,35.0,23,0.49948613452665325,0.013527803171305782
8629,2.0,99.0,40.0,45.0,22,0.46909945753795923,0.013646690020484636
8615,2.0,99.0,30.0,25.0,21,0.45479176862434045,0.10213546328440232
8622,2.0,99.0,30.0,35.0,16,0.4686899762917749,0.11974361654620103
8628,2.0,99.0,30.0,45.0,1,-inf,0.11496228451843081
8614,2.0,99.0,20.0,25.0,14,0.4126654541288727,0.1327334534333603
8621,2.0,99.0,20.0,35.0,17,0.47634959999789295,0.13424674508462794
8627,2.0,99.0,20.0,45.0,17,0.4516253628260125,0.1176158007343917
8626,2.0,99.0,10.0,45.0,23,0.3794036471439025,0.011394566705968688
8610,2.0,98.0,40.0,45.0,22,0.4261349479835962,0.013442943766487615
8609,2.0,98.0,30.0,45.0,1,-inf,0.12083662152164482
8608,2.0,98.0,20.0,45.0,18,0.4653915314784749,0.10419422894852062
8607,2.0,98.0,10.0,45.0,21,0.4429727430451865,0.012666344400863418
8592,2.0,97.0,40.0,35.0,23,0.43153857168957455,0.013502949140081487
8601,2.0,97.0,40.0,45.0,22,0.45553328656938497,0.010822924117136215
8602,2.0,97.0,40.0,45.0,22,0.4192882308925946,0.013508491819921472
8591,2.0,97.0,30.0,35.0,16,0.47854246441555315,0.12366229086765744
8599,2.0,97.0,30.0,45.0,5,0.44673165707288265,0.10898125286397936
8600,2.0,97.0,30.0,45.0,1,-inf,0.125932177869469
8590,2.0,97.0,20.0,35.0,17,0.48250854272702626,0.141028430589233
8597,2.0,97.0,20.0,45.0,3,0.30758285720473444,0.10587523576400888
8598,2.0,97.0,20.0,45.0,3,0.2990812878080332,0.10736702403251423
8595,2.0,97.0,10.0,45.0,22,0.4393060339074967,0.010451987358176129
8596,2.0,97.0,10.0,45.0,21,0.4201235696701524,0.010703915068919054
8580,2.0,96.0,50.0,45.0,27,0.4712807404973919,0.02415721737052516
8550,2.0,96.0,40.0,35.0,22,0.4211089691673534,0.013873122639520851
8571,2.0,96.0,40.0,45.0,23,0.4979226055106276,0.01053545916289552
8572,2.0,96.0,40.0,45.0,21,0.37647086631731574,0.011026716871093996
8573,2.0,96.0,40.0,45.0,21,0.3900723367896797,0.014250268106551531
8574,2.0,96.0,40.0,45.0,21,0.4538315925800136,0.010838167792688867
8575,2.0,96.0,40.0,45.0,21,0.4390771294978173,0.013184624850043422
8576,2.0,96.0,40.0,45.0,26,0.4790519436826558,0.010846788383368416
8549,2.0,96.0,30.0,35.0,17,0.46489275887563997,0.13316869803768652
8565,2.0,96.0,30.0,45.0,16,0.4587103415103063,0.11364106883903753
8566,2.0,96.0,30.0,45.0,16,0.4999305326901238,0.1306726762405077
8567,2.0,96.0,30.0,45.0,4,0.31060959221700224,0.10811462024033587
8568,2.0,96.0,30.0,45.0,16,0.49895535922339773,0.1367677255199024
8569,2.0,96.0,30.0,45.0,16,0.48526868701278236,0.13505401395110195
8570,2.0,96.0,30.0,45.0,16,0.497410772343023,0.12996661332420714
8548,2.0,96.0,20.0,35.0,4,0.33390815295650855,0.12614746683625502
8559,2.0,96.0,20.0,45.0,7,0.44731117811096166,0.0952918555196966
8560,2.0,96.0,20.0,45.0,3,0.28787867168765147,0.09967460348465827
8561,2.0,96.0,20.0,45.0,4,0.4847872856108383,0.09467226886100259
8562,2.0,96.0,20.0,45.0,9,0.499321567009814,0.09488955011355477
8563,2.0,96.0,20.0,45.0,17,0.45683440196180924,0.09716198264804399
8564,2.0,96.0,20.0,45.0,4,0.4946249897966647,0.09380082915537914
8558,2.0,96.0,10.0,45.0,21,0.4666556667454329,0.011393760746275879
