cell,id,temperature,soh,soc,RMS_error,L0,R0,R1,CPE1_0,CPE1_1,R2,CPE2_0,CPE2_1,CPE3_0,CPE3_1
1.0,5198,35.0,99.0,10.0,0.010452608865951384,4.147932458390166e-07,0.27958020271129513,0.3080254062463581,0.06082064870235781,0.9428127554460304,0.3956361336233661,0.06302242993560013,0.48908171498708886,7.9373982919385595,0.7106380153658797
1.0,5204,45.0,99.0,10.0,0.01159146405021929,4.0340094462530985e-07,1.424685555331002,0.24920453930885542,0.05841010360227732,0.9149264466437425,0.25829229570919937,0.056759923922383985,0.5121122702263976,7.6615634472682625,0.6752769977153235
1.0,5185,25.0,98.0,90.0,0.007106386502636808,4.3266092656982176e-07,0.38338752530273845,0.3932196452608748,0.058832665579897345,0.9482301668769824,0.5746644323637016,0.04549577905941508,0.5271029450399038,10.47785673032852,0.65757912175035
1.0,5191,35.0,98.0,90.0,0.007120226317851442,3.922101665490608e-07,0.27609340761956974,0.30405957678513174,0.05185268469537555,0.9522801174863367,0.36362554713112005,0.04723124835645965,0.5233880610885678,8.58058182725432,0.6575132906156145
1.0,5197,45.0,98.0,90.0,0.009004805346095148,3.889675793388236e-07,1.6223619752324545,0.251499935163774,0.052723448555315515,0.9242599422896237,0.25376702679436103,0.04794466282245026,0.5290536987660484,7.868767591921925,0.6475847825255381
1.0,5184,25.0,98.0,60.0,0.4154646780915059,4.548618452736197e-07,0.377073692234194,0.3542295505742387,0.032130770170698486,0.8577419988716042,0.3060956776805079,0.014292464980904265,0.6563407077920794,25.089071251081602,0.9999999999999999
1.0,5183,25.0,98.0,50.0,0.002812274144446483,5.28997300958439e-07,0.3546170518328395,0.27884879664411033,0.041606436960737944,0.8563264920416963,0.4135399954774984,0.03749237035124784,0.5342848000437393,9.81127239034525,0.6454570376083333
1.0,5190,35.0,98.0,50.0,0.012373717651957739,3.178311669321596e-07,0.01049589837036631,0.4590975141221499,0.05245000963262335,0.566538023253861,0.6238360448432947,2.0570368480627517,3.664839918749536e-24,12.068346965880037,0.6721992256490448
1.0,5196,45.0,98.0,50.0,0.0022671654455434158,4.605515198513088e-07,1.7662516256200675,0.14870389059677008,0.031816824664508976,0.9115861079541285,0.17567924690514855,0.031477796920657546,0.5751045626549461,11.376556522886085,0.6030910966373048
1.0,5182,25.0,98.0,40.0,0.014820152873566902,5.349272510845956e-07,0.3480611332966461,0.1847419814426596,0.04361178167038417,0.9317733175183393,0.5307968012467313,0.056288265004890016,0.48924218835245437,10.155267823183852,0.6942067114533915
