cell,id,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,f_60,r_60,i_60,temperature,soh,soc
2,6455,20004.453,0.49945,-0.00939,15829.126,0.50703,0.00367,12516.703,0.51574,0.01567,9909.4424,0.52319,0.02346,7835.48,0.53298,0.03254,6217.2461,0.54054,0.04019,4905.291,0.54981,0.04446,3881.2737,0.55851,0.04962,3070.9827,0.56644,0.05379,2430.7778,0.57633,0.0576,1923.1537,0.58516,0.06142,1522.4358,0.59426,0.06572,1203.8446,0.60644,0.06941,952.86591,0.61694,0.07369,754.27557,0.6267,0.078,596.71857,0.63866,0.08141,471.96338,0.65155,0.08394,373.20856,0.66285,0.08833,295.47278,0.67744,0.0945,233.87738,0.69058,0.09824,185.05922,0.70508,0.10144,146.35823,0.71729,0.10591,115.77804,0.73257,0.11355,91.6721,0.74835,0.11936,72.51701,0.76479,0.12834,57.36816,0.78087,0.13622,45.3629,0.80045,0.14755,35.93134,0.82034,0.15946,28.40909,0.84361,0.17468,22.48202,0.87388,0.1903,17.79613,0.90668,0.20532,14.06813,0.94408,0.21557,11.1448,0.98776,0.22222,8.81772,1.03167,0.22426,6.97545,1.08004,0.21821,5.5173,1.11652,0.20364,4.36941,1.15541,0.18969,3.45686,1.18459,0.17096,2.73547,1.20924,0.14893,2.16054,1.22933,0.13087,1.70952,1.24296,0.11422,1.35352,1.25381,0.101,1.07079,1.2624,0.08962,0.84734,1.2688,0.08122,0.67072,1.27556,0.07642,0.53067,1.27993,0.0733,0.41976,1.28569,0.07295,0.33183,1.29252,0.07506,0.26261,1.29924,0.08273,0.20791,1.30507,0.09227,0.16452,1.31023,0.1043,0.13007,1.31767,0.11613,0.10309,1.32933,0.13137,0.08153,1.34406,0.15254,0.06443,1.36182,0.17821,0.05102,1.38101,0.20222,0.04042,1.41301,0.23019,0.03192,1.45457,0.2695,0.02528,1.49534,0.32062,0.01999,1.52979,0.37294,35,78,90
2,6456,20004.453,0.49963,-0.01012,15829.126,0.50829,0.00378,12516.703,0.5159,0.01568,9909.4424,0.52413,0.02486,7835.48,0.5317,0.03192,6217.2461,0.541,0.03732,4905.291,0.54883,0.04474,3881.2737,0.55787,0.05011,3070.9827,0.56715,0.05324,2430.7778,0.57555,0.05873,1923.1537,0.58551,0.06309,1522.4358,0.59344,0.06557,1203.8446,0.60521,0.07105,952.86591,0.61511,0.07392,754.27557,0.62634,0.0767,596.71857,0.63983,0.08023,471.96338,0.6521,0.08551,373.20856,0.66361,0.09025,295.47278,0.67597,0.09482,233.87738,0.69067,0.09741,185.05922,0.70385,0.10109,146.35823,0.72003,0.10829,115.77804,0.73425,0.11312,91.6721,0.74947,0.12038,72.51701,0.76518,0.12724,57.36816,0.78318,0.1367,45.3629,0.79968,0.14823,35.93134,0.82068,0.16191,28.40909,0.84501,0.17486,22.48202,0.87392,0.19092,17.79613,0.90593,0.20518,14.06813,0.94478,0.21598,11.1448,0.9878,0.22269,8.81772,1.03241,0.225,6.97545,1.08011,0.22083,5.5173,1.11671,0.2046,4.36941,1.15622,0.19171,3.45686,1.18454,0.17019,2.73547,1.21093,0.15024,2.16054,1.23047,0.13169,1.70952,1.244,0.11539,1.35352,1.2553,0.10115,1.07079,1.26315,0.08991,0.84734,1.27036,0.08234,0.67072,1.27626,0.07648,0.53067,1.28123,0.07373,0.41976,1.28778,0.07304,0.33183,1.29458,0.07601,0.26261,1.30078,0.08276,0.20791,1.30551,0.09313,0.16452,1.3108,0.10285,0.13007,1.31924,0.11506,0.10309,1.33184,0.13165,0.08153,1.34564,0.15364,0.06443,1.36264,0.17805,0.05102,1.38437,0.2006,0.04042,1.41829,0.23202,0.03192,1.4578,0.2757,0.02528,1.49204,0.32628,0.01999,1.52414,0.37264,35,78,90
2,6457,20004.453,0.47834,-0.0087,15829.126,0.48521,0.00402,12516.703,0.49418,0.01476,9909.4424,0.50106,0.02387,7835.48,0.50899,0.03229,6217.2461,0.5185,0.03931,4905.291,0.52674,0.04478,3881.2737,0.53608,0.04985,3070.9827,0.54358,0.05343,2430.7778,0.55443,0.05849,1923.1537,0.56246,0.06222,1522.4358,0.57241,0.06528,1203.8446,0.58305,0.06997,952.86591,0.59399,0.07342,754.27557,0.6025,0.07787,596.71857,0.61667,0.08121,471.96338,0.63042,0.08619,373.20856,0.64375,0.08949,295.47278,0.6546,0.09395,233.87738,0.66899,0.09637,185.05922,0.68154,0.10492,146.35823,0.69663,0.10735,115.77804,0.71173,0.11341,91.6721,0.72707,0.12025,72.51701,0.74373,0.12897,57.36816,0.75945,0.13643,45.3629,0.77951,0.14697,35.93134,0.80117,0.15954,28.40909,0.82297,0.17599,22.48202,0.85207,0.18992,17.79613,0.88474,0.205,14.06813,0.92374,0.21594,11.1448,0.96699,0.22188,8.81772,1.01129,0.22361,6.97545,1.05715,0.21486,5.5173,1.09254,0.20425,4.36941,1.13418,0.1876,3.45686,1.16189,0.16951,2.73547,1.18752,0.14861,2.16054,1.20579,0.12888,1.70952,1.22056,0.11366,1.35352,1.23139,0.09981,1.07079,1.23886,0.08917,0.84734,1.24592,0.08056,0.67072,1.25203,0.07555,0.53067,1.25696,0.07281,0.41976,1.26214,0.07255,0.33183,1.26881,0.07488,0.26261,1.27571,0.08128,0.20791,1.28257,0.09132,0.16452,1.28776,0.10387,0.13007,1.29445,0.11685,0.10309,1.30561,0.13161,0.08153,1.32064,0.15203,0.06443,1.33833,0.17727,0.05102,1.35689,0.20315,0.04042,1.38595,0.22983,0.03192,1.42757,0.26569,0.02528,1.47131,0.31626,0.01999,1.50847,0.37058,35,78,90
2,6458,20004.453,0.51041,-0.01069,15829.126,0.51927,0.00343,12516.703,0.5265,0.01637,9909.4424,0.53455,0.02362,7835.48,0.54463,0.03353,6217.2461,0.55288,0.03937,4905.291,0.55913,0.04297,3881.2737,0.56803,0.04953,3070.9827,0.5763,0.05407,2430.7778,0.58485,0.05703,1923.1537,0.59571,0.06245,1522.4358,0.60455,0.06578,1203.8446,0.61485,0.06963,952.86591,0.62614,0.07309,754.27557,0.63739,0.07601,596.71857,0.65049,0.07867,471.96338,0.66107,0.08492,373.20856,0.67468,0.08827,295.47278,0.68489,0.09303,233.87738,0.69943,0.09617,185.05922,0.71296,0.10069,146.35823,0.72659,0.10673,115.77804,0.74169,0.11173,91.6721,0.7571,0.11806,72.51701,0.77295,0.1261,57.36816,0.79069,0.13798,45.3629,0.80896,0.14746,35.93134,0.82743,0.1585,28.40909,0.85293,0.17351,22.48202,0.88147,0.18946,17.79613,0.91392,0.20212,14.06813,0.95247,0.21577,11.1448,0.99524,0.22425,8.81772,1.04004,0.2232,6.97545,1.0814,0.21525,5.5173,1.12458,0.20576,4.36941,1.15839,0.18959,3.45686,1.19041,0.16768,2.73547,1.21524,0.14912,2.16054,1.23306,0.13044,1.70952,1.2484,0.11333,1.35352,1.25944,0.10005,1.07079,1.26877,0.09006,0.84734,1.27444,0.0826,0.67072,1.28013,0.07658,0.53067,1.28536,0.07412,0.41976,1.29103,0.07379,0.33183,1.29605,0.07685,0.26261,1.30115,0.08089,0.20791,1.3095,0.08828,0.16452,1.31967,0.10032,0.13007,1.32909,0.1179,0.10309,1.33686,0.13779,0.08153,1.34753,0.15762,0.06443,1.36339,0.18039,0.05102,1.38802,0.20539,0.04042,1.41404,0.23761,0.03192,1.44318,0.26953,0.02528,1.48573,0.30181,0.01999,1.54199,0.3437,35,78,90
2,6524,20004.453,0.40341,-0.00203,15829.126,0.41336,0.01076,12516.703,0.42321,0.02161,9909.4424,0.43309,0.02903,7835.48,0.44203,0.03627,6217.2461,0.45055,0.03903,4905.291,0.46054,0.04558,3881.2737,0.46934,0.04632,3070.9827,0.47552,0.04956,2430.7778,0.48403,0.0521,1923.1537,0.49296,0.05494,1522.4358,0.50096,0.05847,1203.8446,0.51168,0.05923,952.86591,0.51901,0.06241,754.27557,0.5281,0.06226,596.71857,0.53649,0.06517,471.96338,0.5465,0.06827,373.20856,0.55627,0.07166,295.47278,0.56695,0.07666,233.87738,0.57593,0.07817,185.05922,0.58649,0.08279,146.35823,0.59725,0.08776,115.77804,0.60992,0.09395,91.6721,0.62139,0.10028,72.51701,0.63431,0.10888,57.36816,0.64837,0.1169,45.3629,0.66394,0.12815,35.93134,0.68229,0.14046,28.40909,0.70247,0.15545,22.48202,0.72657,0.17111,17.79613,0.75687,0.18649,14.06813,0.79063,0.20132,11.1448,0.83075,0.20869,8.81772,0.87424,0.21386,6.97545,0.91599,0.20805,5.5173,0.95595,0.201,4.36941,0.99215,0.18249,3.45686,1.02471,0.16711,2.73547,1.04872,0.14975,2.16054,1.06771,0.13106,1.70952,1.083,0.11489,1.35352,1.09466,0.10297,1.07079,1.10267,0.09283,0.84734,1.11083,0.08495,0.67072,1.11744,0.07987,0.53067,1.1244,0.07829,0.41976,1.13016,0.0804,0.33183,1.13535,0.08359,0.26261,1.14254,0.08834,0.20791,1.15207,0.09652,0.16452,1.16191,0.10947,0.13007,1.17135,0.12521,0.10309,1.18244,0.14166,0.08153,1.1997,0.16017,0.06443,1.22296,0.18542,0.05102,1.24818,0.21799,0.04042,1.27197,0.25087,0.03192,1.30141,0.28047,0.02528,1.3429,0.30895,0.01999,1.3949,0.3485,45,78,90
2,6525,20004.453,0.40182,-0.00202,15829.126,0.41564,0.01119,12516.703,0.42407,0.02272,9909.4424,0.43335,0.0287,7835.48,0.44188,0.0357,6217.2461,0.45132,0.04035,4905.291,0.45947,0.04412,3881.2737,0.46871,0.04592,3070.9827,0.47592,0.04975,2430.7778,0.48495,0.05194,1923.1537,0.49384,0.05458,1522.4358,0.50136,0.05618,1203.8446,0.51008,0.0589,952.86591,0.51836,0.06096,754.27557,0.52854,0.06349,596.71857,0.53529,0.06553,471.96338,0.54542,0.06803,373.20856,0.55499,0.07267,295.47278,0.56483,0.07508,233.87738,0.57603,0.07909,185.05922,0.58697,0.08245,146.35823,0.5984,0.08891,115.77804,0.60846,0.09332,91.6721,0.62102,0.09926,72.51701,0.63412,0.1076,57.36816,0.64834,0.11694,45.3629,0.66395,0.12867,35.93134,0.68176,0.14017,28.40909,0.70178,0.15321,22.48202,0.72559,0.16965,17.79613,0.75598,0.18709,14.06813,0.7907,0.19978,11.1448,0.83098,0.20821,8.81772,0.87317,0.21251,6.97545,0.91619,0.20679,5.5173,0.95391,0.19788,4.36941,0.99249,0.18258,3.45686,1.02279,0.16816,2.73547,1.0461,0.14823,2.16054,1.06549,0.13007,1.70952,1.08081,0.11434,1.35352,1.09152,0.10219,1.07079,1.10046,0.09172,0.84734,1.10782,0.08421,0.67072,1.11495,0.0797,0.53067,1.1215,0.07884,0.41976,1.12698,0.08009,0.33183,1.13262,0.08338,0.26261,1.14017,0.08804,0.20791,1.14942,0.09707,0.16452,1.15871,0.11053,0.13007,1.16674,0.12522,0.10309,1.17995,0.14034,0.08153,1.19892,0.16093,0.06443,1.22176,0.18788,0.05102,1.24395,0.22046,0.04042,1.26608,0.24933,0.03192,1.30004,0.27693,0.02528,1.34453,0.30957,0.01999,1.39426,0.35386,45,78,90
2,6526,20004.453,0.40249,-0.00213,15829.126,0.41433,0.01248,12516.703,0.42354,0.02105,9909.4424,0.43246,0.0305,7835.48,0.44096,0.0342,6217.2461,0.45059,0.03913,4905.291,0.45837,0.04388,3881.2737,0.46804,0.04752,3070.9827,0.47553,0.04963,2430.7778,0.48554,0.05252,1923.1537,0.4924,0.0544,1522.4358,0.50119,0.05541,1203.8446,0.51008,0.05818,952.86591,0.51674,0.06065,754.27557,0.5262,0.06336,596.71857,0.53456,0.06395,471.96338,0.54451,0.06801,373.20856,0.55537,0.07112,295.47278,0.56398,0.07463,233.87738,0.57483,0.07806,185.05922,0.58511,0.08225,146.35823,0.59753,0.08776,115.77804,0.60881,0.09406,91.6721,0.62039,0.09938,72.51701,0.63346,0.10935,57.36816,0.64797,0.11716,45.3629,0.66261,0.12718,35.93134,0.68066,0.13974,28.40909,0.70185,0.15521,22.48202,0.72635,0.17033,17.79613,0.75481,0.18511,14.06813,0.79025,0.19941,11.1448,0.83157,0.20751,8.81772,0.87228,0.20995,6.97545,0.91413,0.20935,5.5173,0.95417,0.19715,4.36941,0.9879,0.18387,3.45686,1.01959,0.16398,2.73547,1.04428,0.14607,2.16054,1.0626,0.12872,1.70952,1.07669,0.11423,1.35352,1.08902,0.10055,1.07079,1.09772,0.0907,0.84734,1.10441,0.08418,0.67072,1.11068,0.07993,0.53067,1.11698,0.07767,0.41976,1.12411,0.07868,0.33183,1.13067,0.08313,0.26261,1.13623,0.08979,0.20791,1.14355,0.09757,0.16452,1.15369,0.1072,0.13007,1.16641,0.12267,0.10309,1.17884,0.1421,0.08153,1.19219,0.16381,0.06443,1.21103,0.18733,0.05102,1.23806,0.21115,0.04042,1.27107,0.24597,0.03192,1.30347,0.28683,0.02528,1.3356,0.32229,0.01999,1.38022,0.35269,45,78,90
2,6527,20004.453,0.40306,-0.00085,15829.126,0.41325,0.01143,12516.703,0.42279,0.02087,9909.4424,0.43315,0.02988,7835.48,0.44026,0.03475,6217.2461,0.45196,0.04017,4905.291,0.46155,0.04393,3881.2737,0.46727,0.04696,3070.9827,0.47593,0.04946,2430.7778,0.48431,0.05248,1923.1537,0.49238,0.05364,1522.4358,0.50089,0.05677,1203.8446,0.50866,0.05827,952.86591,0.51755,0.06096,754.27557,0.52695,0.06261,596.71857,0.53555,0.06502,471.96338,0.54591,0.0678,373.20856,0.55449,0.07076,295.47278,0.56464,0.07569,233.87738,0.57712,0.07891,185.05922,0.58608,0.08289,146.35823,0.59623,0.08659,115.77804,0.60801,0.09361,91.6721,0.62122,0.1004,72.51701,0.63312,0.10908,57.36816,0.64751,0.11842,45.3629,0.66299,0.12781,35.93134,0.68073,0.14009,28.40909,0.70233,0.15507,22.48202,0.72719,0.16957,17.79613,0.75564,0.18556,14.06813,0.79157,0.19892,11.1448,0.83071,0.20791,8.81772,0.87329,0.20937,6.97545,0.91306,0.20717,5.5173,0.95563,0.19742,4.36941,0.98885,0.18349,3.45686,1.02037,0.16424,2.73547,1.0453,0.14656,2.16054,1.06304,0.12953,1.70952,1.07767,0.11435,1.35352,1.09002,0.10123,1.07079,1.09923,0.09158,0.84734,1.10511,0.08438,0.67072,1.11226,0.08001,0.53067,1.11837,0.07734,0.41976,1.1254,0.07917,0.33183,1.13148,0.08343,0.26261,1.13716,0.09023,0.20791,1.14473,0.09729,0.16452,1.15549,0.1077,0.13007,1.16793,0.1242,0.10309,1.17935,0.14378,0.08153,1.19293,0.16362,0.06443,1.21274,0.18675,0.05102,1.24244,0.2121,0.04042,1.27361,0.24923,0.03192,1.3019,0.28796,0.02528,1.33562,0.32085,0.01999,1.38293,0.35122,45,78,90
2,6528,20004.453,0.40303,-0.00217,15829.126,0.41218,0.01046,12516.703,0.42213,0.02237,9909.4424,0.43229,0.0301,7835.48,0.44094,0.0354,6217.2461,0.45032,0.04044,4905.291,0.45936,0.04488,3881.2737,0.4662,0.04754,3070.9827,0.47529,0.05013,2430.7778,0.4833,0.05176,1923.1537,0.49139,0.0544,1522.4358,0.49891,0.05587,1203.8446,0.50957,0.0594,952.86591,0.51863,0.06022,754.27557,0.52608,0.06194,596.71857,0.53543,0.06495,471.96338,0.5454,0.06926,373.20856,0.55544,0.07159,295.47278,0.56563,0.07461,233.87738,0.57364,0.0786,185.05922,0.58525,0.08353,146.35823,0.59688,0.0871,115.77804,0.60773,0.09352,91.6721,0.61922,0.10087,72.51701,0.63375,0.10851,57.36816,0.64644,0.11753,45.3629,0.66291,0.12777,35.93134,0.68005,0.13972,28.40909,0.7003,0.15429,22.48202,0.72619,0.16894,17.79613,0.75574,0.1846,14.06813,0.79049,0.20019,11.1448,0.82994,0.20836,8.81772,0.87354,0.21069,6.97545,0.91323,0.2058,5.5173,0.95368,0.19796,4.36941,0.98954,0.18128,3.45686,1.02177,0.16528,2.73547,1.04394,0.14771,2.16054,1.06307,0.12921,1.70952,1.07792,0.11352,1.35352,1.08926,0.10062,1.07079,1.09675,0.09075,0.84734,1.10438,0.08322,0.67072,1.11202,0.07878,0.53067,1.11832,0.07807,0.41976,1.12407,0.08004,0.33183,1.12967,0.083,0.26261,1.13644,0.08794,0.20791,1.14639,0.09638,0.16452,1.15568,0.10946,0.13007,1.16463,0.12533,0.10309,1.17573,0.14116,0.08153,1.19422,0.16024,0.06443,1.21704,0.18627,0.05102,1.24095,0.21843,0.04042,1.26436,0.25181,0.03192,1.29468,0.27913,0.02528,1.33948,0.30903,0.01999,1.39011,0.35164,45,78,90
2,6529,20004.453,0.40289,-0.00052,15829.126,0.41307,0.01085,12516.703,0.42347,0.02135,9909.4424,0.43206,0.02912,7835.48,0.44132,0.03443,6217.2461,0.4505,0.03946,4905.291,0.4583,0.04393,3881.2737,0.46616,0.04632,3070.9827,0.47495,0.04833,2430.7778,0.4841,0.05032,1923.1537,0.49141,0.05433,1522.4358,0.49937,0.05582,1203.8446,0.5091,0.05905,952.86591,0.51668,0.06014,754.27557,0.52687,0.06305,596.71857,0.53644,0.06609,471.96338,0.54465,0.06822,373.20856,0.55502,0.07037,295.47278,0.56422,0.0754,233.87738,0.57547,0.07869,185.05922,0.58573,0.08304,146.35823,0.59541,0.08741,115.77804,0.60923,0.09335,91.6721,0.61951,0.1001,72.51701,0.63465,0.10707,57.36816,0.64865,0.11693,45.3629,0.66237,0.1282,35.93134,0.68026,0.14077,28.40909,0.69982,0.15643,22.48202,0.72444,0.16983,17.79613,0.75575,0.18606,14.06813,0.79138,0.19938,11.1448,0.83001,0.2093,8.81772,0.87323,0.21025,6.97545,0.91331,0.20625,5.5173,0.95513,0.19864,4.36941,0.9883,0.18091,3.45686,1.02101,0.16449,2.73547,1.04343,0.14713,2.16054,1.06154,0.12882,1.70952,1.07631,0.11373,1.35352,1.08792,0.10053,1.07079,1.09644,0.09076,0.84734,1.10351,0.08328,0.67072,1.11036,0.07887,0.53067,1.11763,0.07759,0.41976,1.12368,0.07968,0.33183,1.12921,0.08356,0.26261,1.1352,0.0887,0.20791,1.14459,0.09583,0.16452,1.15472,0.10857,0.13007,1.16496,0.12516,0.10309,1.1756,0.14255,0.08153,1.192,0.16125,0.06443,1.21417,0.18498,0.05102,1.24177,0.21621,0.04042,1.2678,0.25178,0.03192,1.29561,0.28389,0.02528,1.3351,0.31218,0.01999,1.38778,0.34887,45,78,90
2,6530,20004.453,0.40216,-0.00266,15829.126,0.41397,0.01081,12516.703,0.42323,0.02216,9909.4424,0.43189,0.02828,7835.48,0.44164,0.03421,6217.2461,0.45045,0.04019,4905.291,0.4589,0.04338,3881.2737,0.46778,0.04557,3070.9827,0.47497,0.04954,2430.7778,0.48219,0.0522,1923.1537,0.49145,0.05403,1522.4358,0.49939,0.05768,1203.8446,0.50907,0.05843,952.86591,0.51751,0.06241,754.27557,0.52578,0.06326,596.71857,0.53639,0.06657,471.96338,0.54457,0.06835,373.20856,0.55352,0.07199,295.47278,0.56462,0.07475,233.87738,0.57421,0.0774,185.05922,0.58529,0.08194,146.35823,0.59692,0.08735,115.77804,0.60814,0.09358,91.6721,0.6196,0.09952,72.51701,0.63412,0.10876,57.36816,0.6477,0.11761,45.3629,0.66289,0.12729,35.93134,0.6811,0.13872,28.40909,0.70038,0.15509,22.48202,0.72608,0.17115,17.79613,0.75594,0.18517,14.06813,0.78864,0.19847,11.1448,0.82961,0.20776,8.81772,0.8727,0.21145,6.97545,0.91417,0.20545,5.5173,0.95337,0.19793,4.36941,0.98885,0.17926,3.45686,1.01993,0.16401,2.73547,1.04313,0.14694,2.16054,1.0616,0.12826,1.70952,1.07608,0.11278,1.35352,1.08679,0.10073,1.07079,1.09564,0.09009,0.84734,1.1025,0.08316,0.67072,1.10964,0.07859,0.53067,1.11659,0.07742,0.41976,1.12196,0.07983,0.33183,1.12714,0.08288,0.26261,1.13455,0.08712,0.20791,1.14344,0.09542,0.16452,1.15348,0.10879,0.13007,1.1624,0.12457,0.10309,1.17378,0.14086,0.08153,1.19179,0.15923,0.06443,1.2143,0.18491,0.05102,1.23893,0.21746,0.04042,1.26179,0.249,0.03192,1.29177,0.27726,0.02528,1.33428,0.30781,0.01999,1.38685,0.34822,45,78,90
2,6531,20004.453,0.40313,-0.00295,15829.126,0.41255,0.01153,12516.703,0.42265,0.02138,9909.4424,0.43266,0.02864,7835.48,0.44247,0.03517,6217.2461,0.44846,0.04004,4905.291,0.45724,0.04419,3881.2737,0.46616,0.04809,3070.9827,0.47572,0.05044,2430.7778,0.48316,0.05166,1923.1537,0.49051,0.055,1522.4358,0.4985,0.05577,1203.8446,0.50863,0.05766,952.86591,0.51722,0.0606,754.27557,0.52485,0.06208,596.71857,0.53474,0.06625,471.96338,0.54535,0.06878,373.20856,0.55374,0.07211,295.47278,0.56377,0.07438,233.87738,0.57428,0.0796,185.05922,0.58488,0.08319,146.35823,0.59823,0.08765,115.77804,0.60826,0.09357,91.6721,0.62014,0.10047,72.51701,0.63394,0.10869,57.36816,0.6462,0.11738,45.3629,0.66309,0.12798,35.93134,0.68048,0.1402,28.40909,0.69994,0.15363,22.48202,0.72677,0.17126,17.79613,0.75593,0.18561,14.06813,0.78944,0.19858,11.1448,0.82854,0.20765,8.81772,0.87271,0.21003,6.97545,0.91398,0.20427,5.5173,0.95198,0.19743,4.36941,0.98895,0.18163,3.45686,1.01943,0.16435,2.73547,1.04214,0.14621,2.16054,1.06208,0.12719,1.70952,1.07715,0.11219,1.35352,1.08806,0.10062,1.07079,1.09611,0.09067,0.84734,1.10316,0.0837,0.67072,1.11008,0.079,0.53067,1.11653,0.0775,0.41976,1.1223,0.07941,0.33183,1.12784,0.08189,0.26261,1.13523,0.08743,0.20791,1.14457,0.09699,0.16452,1.15415,0.11079,0.13007,1.16287,0.12689,0.10309,1.17459,0.14137,0.08153,1.19262,0.15936,0.06443,1.21522,0.18453,0.05102,1.23796,0.21539,0.04042,1.26149,0.24592,0.03192,1.29562,0.27523,0.02528,1.34276,0.31152,0.01999,1.39322,0.35867,45,78,90
2,6532,20004.453,0.40117,-0.00241,15829.126,0.41169,0.01157,12516.703,0.42307,0.0206,9909.4424,0.43185,0.02911,7835.48,0.4403,0.03503,6217.2461,0.44919,0.03887,4905.291,0.4586,0.04343,3881.2737,0.46595,0.04731,3070.9827,0.47635,0.04852,2430.7778,0.48344,0.05229,1923.1537,0.49106,0.05423,1522.4358,0.49937,0.05684,1203.8446,0.50809,0.05861,952.86591,0.51521,0.06056,754.27557,0.52563,0.06329,596.71857,0.53443,0.06568,471.96338,0.54548,0.06708,373.20856,0.55374,0.07061,295.47278,0.56382,0.07543,233.87738,0.57452,0.07831,185.05922,0.58548,0.08302,146.35823,0.59577,0.08775,115.77804,0.60799,0.09223,91.6721,0.62056,0.09992,72.51701,0.63264,0.1073,57.36816,0.64664,0.11664,45.3629,0.6636,0.12783,35.93134,0.68147,0.14105,28.40909,0.69931,0.15166,22.48202,0.72422,0.17035,17.79613,0.75554,0.18581,14.06813,0.78829,0.19711,11.1448,0.82789,0.20589,8.81772,0.87074,0.2102,6.97545,0.91395,0.20333,5.5173,0.95026,0.19475,4.36941,0.98811,0.17887,3.45686,1.01599,0.16383,2.73547,1.0397,0.14324,2.16054,1.05905,0.12629,1.70952,1.0739,0.11196,1.35352,1.08368,0.1001,1.07079,1.0925,0.08947,0.84734,1.09983,0.08216,0.67072,1.10684,0.07828,0.53067,1.11266,0.07769,0.41976,1.11797,0.07843,0.33183,1.12425,0.0813,0.26261,1.13217,0.08747,0.20791,1.14087,0.09749,0.16452,1.14877,0.11113,0.13007,1.15805,0.12429,0.10309,1.17161,0.13945,0.08153,1.19094,0.15983,0.06443,1.21268,0.18641,0.05102,1.23138,0.21604,0.04042,1.25663,0.24294,0.03192,1.29576,0.2739,0.02528,1.34173,0.31445,0.01999,1.38691,0.36379,45,78,90
2,6533,20004.453,0.40162,-0.00273,15829.126,0.41198,0.01085,12516.703,0.42101,0.02098,9909.4424,0.43044,0.02944,7835.48,0.44027,0.03595,6217.2461,0.4491,0.04064,4905.291,0.45795,0.04304,3881.2737,0.46434,0.04595,3070.9827,0.47463,0.04896,2430.7778,0.48199,0.05174,1923.1537,0.49154,0.0534,1522.4358,0.4988,0.05639,1203.8446,0.50759,0.05873,952.86591,0.51661,0.05995,754.27557,0.52571,0.06274,596.71857,0.53406,0.06499,471.96338,0.54275,0.06748,373.20856,0.55373,0.07067,295.47278,0.56403,0.07528,233.87738,0.57413,0.07813,185.05922,0.58582,0.08271,146.35823,0.59376,0.08745,115.77804,0.60728,0.09309,91.6721,0.61953,0.10148,72.51701,0.63248,0.10787,57.36816,0.64524,0.11696,45.3629,0.66146,0.12797,35.93134,0.67941,0.14167,28.40909,0.70093,0.15583,22.48202,0.7249,0.17059,17.79613,0.75393,0.18444,14.06813,0.78906,0.1962,11.1448,0.8295,0.20672,8.81772,0.87077,0.20867,6.97545,0.912,0.20643,5.5173,0.95286,0.19215,4.36941,0.98726,0.18053,3.45686,1.01528,0.16206,2.73547,1.04058,0.14282,2.16054,1.05892,0.12697,1.70952,1.07182,0.11226,1.35352,1.08279,0.09862,1.07079,1.09215,0.08913,0.84734,1.09942,0.08279,0.67072,1.10578,0.079,0.53067,1.11078,0.07672,0.41976,1.11776,0.07742,0.33183,1.12525,0.08191,0.26261,1.13131,0.08958,0.20791,1.13763,0.09778,0.16452,1.14686,0.10728,0.13007,1.16015,0.12124,0.10309,1.17442,0.14077,0.08153,1.18808,0.16423,0.06443,1.20566,0.1881,0.05102,1.23071,0.20952,0.04042,1.26447,0.24234,0.03192,1.30002,0.28379,0.02528,1.33288,0.32446,0.01999,1.37344,0.35592,45,78,90
